OrderLineID;OrderID;ProductID;Quantity;UnitPrice;DiscountRate;LineAmount
OL000536_3;O000536;P0141;5;705.31;0.2;2821.24
OL000536_4;O000536;P0065;1;63.35;0.2;50.68
OL000537_1;O000537;P0218;1;124.81;0.2;99.85
OL000538_1;O000538;P0244;6;18.81;0.1;101.57
OL000538_2;O000538;P0458;1;539.99;0.05;512.99
OL000539_1;O000539;P0050;4;746.85;0.05;2838.03
OL000539_2;O000539;P0333;1;738.45;0;738.45
OL000539_3;O000539;P0357;3;499.59;0.05;1423.83
OL000539_4;O000539;P0015;5;787.05;0.1;3541.72
OL000539_5;O000539;P0206;1;290.56;0.1;261.5
OL000540_1;O000540;P0265;1;15.21;0;15.21
OL000540_2;O000540;P0430;3;558.75;0.2;1341.0
OL000540_3;O000540;P0095;4;329.47;0.1;1186.09
OL000540_4;O000540;P0485;3;18.52;0.2;44.45
OL000541_1;O000541;P0134;3;433.06;0;1299.18
OL000541_2;O000541;P0057;1;523.52;0.2;418.82
OL000541_3;O000541;P0070;6;493.71;0.2;2369.81
OL000541_4;O000541;P0348;2;142.21;0;284.42
OL000541_5;O000541;P0433;6;502.36;0.1;2712.74
OL000542_1;O000542;P0128;4;242.69;0;970.76
OL000542_2;O000542;P0052;5;606.63;0.2;2426.52
OL000542_3;O000542;P0134;3;433.06;0.05;1234.22
OL000543_1;O000543;P0403;6;578.36;0.2;2776.13
OL000543_2;O000543;P0315;4;47.69;0.1;171.68
OL000543_3;O000543;P0255;4;714.76;0;2859.04
OL000544_1;O000544;P0394;3;310.75;0;932.25
OL000544_2;O000544;P0099;5;50.0;0.2;200.0
OL000544_3;O000544;P0015;4;787.05;0;3148.2
OL000545_1;O000545;P0118;1;198.02;0;198.02
OL000545_2;O000545;P0356;6;437.87;0.1;2364.5
OL000545_3;O000545;P0083;2;798.25;0;1596.5
OL000546_1;O000546;P0091;3;378.18;0;1134.54
OL000547_1;O000547;P0066;2;324.4;0;648.8
OL000547_2;O000547;P0089;5;216.18;0.2;864.72
OL000547_3;O000547;P0452;3;162.11;0.1;437.7
OL000547_4;O000547;P0477;1;66.68;0.05;63.35
OL000547_5;O000547;P0229;2;135.9;0.1;244.62
OL000548_1;O000548;P0357;5;499.59;0.1;2248.15
OL000548_2;O000548;P0444;5;603.72;0;3018.6
OL000548_3;O000548;P0237;5;39.93;0.05;189.67
OL000549_1;O000549;P0025;1;604.34;0.1;543.91
OL000549_2;O000549;P0131;3;301.83;0.05;860.22
OL000549_3;O000549;P0147;6;331.66;0.1;1790.96
OL000550_1;O000550;P0231;4;283.35;0.1;1020.06
OL000551_1;O000551;P0032;1;313.32;0.2;250.66
OL000551_2;O000551;P0402;4;349.75;0;1399.0
OL000551_3;O000551;P0424;1;385.81;0.05;366.52
OL000551_4;O000551;P0169;6;336.35;0;2018.1
OL000551_5;O000551;P0017;4;474.99;0.2;1519.97
OL000552_1;O000552;P0226;4;112.75;0.2;360.8
OL000552_2;O000552;P0147;5;331.66;0;1658.3
OL000552_3;O000552;P0432;4;789.16;0.05;2998.81
OL000552_4;O000552;P0089;3;216.18;0.05;616.11
OL000553_1;O000553;P0055;1;587.3;0.05;557.93
OL000553_2;O000553;P0124;6;69.25;0.2;332.4
OL000553_3;O000553;P0064;2;459.02;0.2;734.43
OL000553_4;O000553;P0234;5;162.08;0.2;648.32
OL000553_5;O000553;P0339;3;27.48;0.2;65.95
OL000554_1;O000554;P0141;4;705.31;0;2821.24
OL000555_1;O000555;P0267;2;103.48;0;206.96
OL000555_2;O000555;P0291;1;78.61;0;78.61
OL000556_1;O000556;P0086;2;778.32;0;1556.64
OL000556_2;O000556;P0023;1;157.25;0;157.25
OL000557_1;O000557;P0471;6;260.11;0.1;1404.59
OL000557_2;O000557;P0367;4;372.39;0;1489.56
OL000557_3;O000557;P0006;5;499.95;0;2499.75
OL000557_4;O000557;P0419;3;77.39;0;232.17
OL000557_5;O000557;P0191;4;716.68;0;2866.72
OL000558_1;O000558;P0162;3;579.81;0.1;1565.49
OL000558_2;O000558;P0444;5;603.72;0.05;2867.67
OL000559_1;O000559;P0170;1;715.35;0;715.35
OL000560_1;O000560;P0414;4;357.25;0.2;1143.2
OL000561_1;O000561;P0284;2;324.52;0.1;584.14
OL000561_2;O000561;P0274;6;169.86;0.2;815.33
OL000561_3;O000561;P0290;5;561.78;0.1;2528.01
OL000562_1;O000562;P0187;1;80.31;0.05;76.29
OL000563_1;O000563;P0233;6;418.33;0.2;2007.98
OL000563_2;O000563;P0296;5;702.13;0;3510.65
OL000563_3;O000563;P0195;1;153.2;0.05;145.54
OL000564_1;O000564;P0250;3;162.86;0.1;439.72
OL000564_2;O000564;P0309;2;494.09;0;988.18
OL000565_1;O000565;P0028;6;540.97;0.05;3083.53
OL000565_2;O000565;P0370;6;454.88;0.05;2592.82
OL000565_3;O000565;P0137;2;549.67;0;1099.34
OL000565_4;O000565;P0422;5;152.75;0.05;725.56
OL000566_1;O000566;P0033;6;75.31;0.1;406.67
OL000567_1;O000567;P0313;3;686.48;0.05;1956.47
OL000567_2;O000567;P0003;1;222.04;0;222.04
OL000567_3;O000567;P0249;5;271.37;0.2;1085.48
OL000567_4;O000567;P0094;2;775.04;0.05;1472.58
OL000567_5;O000567;P0368;4;408.71;0;1634.84
OL000568_1;O000568;P0500;1;420.76;0.2;336.61
OL000568_2;O000568;P0092;4;376.04;0;1504.16
OL000568_3;O000568;P0418;6;726.66;0;4359.96
OL000569_1;O000569;P0003;4;222.04;0.05;843.75
OL000570_1;O000570;P0177;2;239.75;0.2;383.6
OL000570_2;O000570;P0132;3;671.29;0.1;1812.48
OL000570_3;O000570;P0393;1;533.76;0.1;480.38
OL000570_4;O000570;P0429;6;719.05;0;4314.3
OL000571_1;O000571;P0079;3;262.75;0.2;630.6
OL000572_1;O000572;P0208;3;744.87;0.2;1787.69
OL000573_1;O000573;P0472;6;789.27;0.05;4498.84
OL000573_2;O000573;P0208;2;744.87;0.2;1191.79
OL000573_3;O000573;P0025;3;604.34;0.05;1722.37
OL000573_4;O000573;P0028;4;540.97;0.1;1947.49
OL000574_1;O000574;P0462;3;388.14;0;1164.42
OL000574_2;O000574;P0022;4;271.48;0.05;1031.62
OL000574_3;O000574;P0375;1;325.84;0.2;260.67
OL000575_1;O000575;P0350;4;404.94;0;1619.76
OL000575_2;O000575;P0352;6;607.79;0;3646.74
OL000575_3;O000575;P0087;6;420.61;0;2523.66
OL000575_4;O000575;P0208;6;744.87;0.2;3575.38
OL000576_1;O000576;P0006;2;499.95;0.1;899.91
OL000577_1;O000577;P0490;4;213.0;0;852.0
OL000578_1;O000578;P0148;6;570.56;0.2;2738.69
OL000578_2;O000578;P0111;3;169.16;0;507.48
OL000578_3;O000578;P0105;6;183.03;0.2;878.54
OL000578_4;O000578;P0061;1;489.47;0.05;465.0
OL000579_1;O000579;P0457;2;480.94;0.2;769.5
OL000579_2;O000579;P0184;3;100.07;0;300.21
OL000579_3;O000579;P0466;3;280.34;0.2;672.82
OL000579_4;O000579;P0175;2;544.63;0;1089.26
OL000579_5;O000579;P0186;4;402.12;0;1608.48
OL000580_1;O000580;P0367;2;372.39;0;744.78
OL000580_2;O000580;P0292;3;168.25;0.05;479.51
OL000581_1;O000581;P0195;3;153.2;0.05;436.62
OL000581_2;O000581;P0067;4;433.89;0;1735.56
OL000582_1;O000582;P0293;1;451.7;0.1;406.53
OL000583_1;O000583;P0316;1;507.59;0.05;482.21
OL000583_2;O000583;P0459;6;255.21;0.05;1454.7
OL000584_1;O000584;P0215;6;239.56;0;1437.36
OL000584_2;O000584;P0409;1;613.99;0;613.99
OL000585_1;O000585;P0004;2;392.54;0;785.08
OL000585_2;O000585;P0221;6;641.07;0;3846.42
OL000585_3;O000585;P0051;6;724.0;0.2;3475.2
OL000585_4;O000585;P0372;6;248.45;0;1490.7
OL000585_5;O000585;P0035;3;439.05;0.2;1053.72
OL000586_1;O000586;P0042;6;611.56;0.2;2935.49
OL000586_2;O000586;P0451;3;615.28;0.2;1476.67
OL000586_3;O000586;P0384;4;349.75;0.1;1259.1
OL000586_4;O000586;P0086;6;778.32;0;4669.92
OL000586_5;O000586;P0196;5;395.62;0.2;1582.48
OL000587_1;O000587;P0444;1;603.72;0;603.72
OL000587_2;O000587;P0264;2;726.72;0;1453.44
OL000587_3;O000587;P0370;4;454.88;0;1819.52
OL000588_1;O000588;P0383;1;166.51;0;166.51
OL000588_2;O000588;P0216;3;264.68;0.2;635.23
OL000588_3;O000588;P0309;6;494.09;0;2964.54
OL000588_4;O000588;P0359;1;233.67;0;233.67
OL000588_5;O000588;P0377;6;626.3;0;3757.8
OL000589_1;O000589;P0022;2;271.48;0.2;434.37
OL000589_2;O000589;P0048;4;504.68;0.05;1917.78
OL000590_1;O000590;P0068;1;170.53;0;170.53
OL000590_2;O000590;P0334;2;481.63;0.2;770.61
OL000591_1;O000591;P0318;4;546.87;0.1;1968.73
OL000592_1;O000592;P0197;2;19.76;0.1;35.57
OL000593_1;O000593;P0310;2;494.34;0;988.68
OL000593_2;O000593;P0291;4;78.61;0.05;298.72
OL000593_3;O000593;P0005;3;164.48;0.2;394.75
OL000594_1;O000594;P0482;6;99.4;0.2;477.12
OL000594_2;O000594;P0357;3;499.59;0.05;1423.83
OL000594_3;O000594;P0345;2;590.9;0;1181.8
OL000595_1;O000595;P0337;5;154.1;0.2;616.4
OL000596_1;O000596;P0116;2;242.67;0.05;461.07
OL000596_2;O000596;P0487;2;584.31;0;1168.62
OL000597_1;O000597;P0470;6;367.85;0.2;1765.68
OL000597_2;O000597;P0346;3;135.3;0.1;365.31
OL000597_3;O000597;P0170;4;715.35;0.1;2575.26
OL000597_4;O000597;P0301;6;463.23;0.05;2640.41
OL000598_1;O000598;P0493;1;336.23;0.1;302.61
OL000598_2;O000598;P0107;3;654.87;0;1964.61
OL000598_3;O000598;P0041;2;694.97;0.05;1320.44
OL000598_4;O000598;P0147;3;331.66;0;994.98
OL000599_1;O000599;P0433;4;502.36;0;2009.44
OL000599_2;O000599;P0058;2;496.7;0;993.4
OL000599_3;O000599;P0233;3;418.33;0;1254.99
OL000600_1;O000600;P0398;3;653.74;0.05;1863.16
OL000600_2;O000600;P0110;6;193.77;0;1162.62
OL000600_3;O000600;P0232;5;639.0;0.1;2875.5
OL000601_1;O000601;P0189;6;88.85;0.2;426.48
OL000602_1;O000602;P0025;1;604.34;0.1;543.91
OL000602_2;O000602;P0100;6;146.52;0;879.12
OL000602_3;O000602;P0446;6;305.63;0;1833.78
OL000602_4;O000602;P0355;5;666.77;0.1;3000.47
OL000603_1;O000603;P0467;1;100.32;0;100.32
OL000603_2;O000603;P0474;6;195.84;0.05;1116.29
OL000603_3;O000603;P0418;2;726.66;0.1;1307.99
OL000604_1;O000604;P0340;2;193.92;0;387.84
OL000604_2;O000604;P0218;1;124.81;0.2;99.85
OL000604_3;O000604;P0155;2;333.51;0.2;533.62
OL000604_4;O000604;P0355;1;666.77;0;666.77
OL000605_1;O000605;P0308;6;554.48;0;3326.88
OL000606_1;O000606;P0458;5;539.99;0.2;2159.96
OL000606_2;O000606;P0312;2;783.63;0;1567.26
OL000607_1;O000607;P0283;4;302.47;0;1209.88
OL000608_1;O000608;P0331;5;359.07;0;1795.35
OL000608_2;O000608;P0458;5;539.99;0.2;2159.96
OL000608_3;O000608;P0324;2;195.36;0;390.72
OL000609_1;O000609;P0354;2;397.17;0;794.34
OL000609_2;O000609;P0488;2;528.49;0.2;845.58
OL000610_1;O000610;P0461;4;707.1;0;2828.4
OL000611_1;O000611;P0118;5;198.02;0.05;940.6
OL000611_2;O000611;P0396;1;397.05;0.2;317.64
OL000611_3;O000611;P0166;2;185.58;0;371.16
OL000612_1;O000612;P0405;4;158.47;0;633.88
OL000612_2;O000612;P0186;3;402.12;0.05;1146.04
OL000612_3;O000612;P0292;1;168.25;0;168.25
OL000613_1;O000613;P0304;2;613.75;0.2;982.0
OL000613_2;O000613;P0165;4;87.11;0.2;278.75
OL000613_3;O000613;P0255;3;714.76;0;2144.28
OL000613_4;O000613;P0031;4;675.17;0;2700.68
OL000614_1;O000614;P0482;2;99.4;0.2;159.04
OL000615_1;O000615;P0395;2;157.27;0;314.54
OL000615_2;O000615;P0225;6;147.3;0.1;795.42
OL000615_3;O000615;P0346;1;135.3;0.1;121.77
OL000615_4;O000615;P0492;3;280.85;0.2;674.04
OL000615_5;O000615;P0494;5;590.15;0.2;2360.6
OL000616_1;O000616;P0489;5;70.72;0.2;282.88
OL000617_1;O000617;P0328;4;32.57;0.05;123.77
OL000617_2;O000617;P0246;1;725.45;0;725.45
OL000617_3;O000617;P0001;2;481.57;0.1;866.83
OL000617_4;O000617;P0496;5;549.97;0.1;2474.87
OL000617_5;O000617;P0203;3;443.79;0.05;1264.8
OL000618_1;O000618;P0132;3;671.29;0;2013.87
OL000619_1;O000619;P0115;3;743.79;0;2231.37
OL000619_2;O000619;P0026;6;100.02;0.05;570.11
OL000619_3;O000619;P0304;4;613.75;0;2455.0
OL000619_4;O000619;P0092;3;376.04;0.05;1071.71
OL000620_1;O000620;P0391;3;426.17;0.2;1022.81
OL000620_2;O000620;P0202;3;103.78;0.05;295.77
OL000620_3;O000620;P0212;6;529.44;0.1;2858.98
OL000620_4;O000620;P0127;3;461.7;0.05;1315.84
OL000620_5;O000620;P0386;3;644.21;0.05;1836.0
OL000621_1;O000621;P0142;5;383.71;0.1;1726.69
OL000621_2;O000621;P0146;2;263.49;0.2;421.58
OL000621_3;O000621;P0452;3;162.11;0.1;437.7
OL000622_1;O000622;P0329;5;443.35;0.2;1773.4
OL000622_2;O000622;P0440;3;714.73;0;2144.19
OL000622_3;O000622;P0128;2;242.69;0;485.38
OL000622_4;O000622;P0496;1;549.97;0.2;439.98
OL000622_5;O000622;P0229;2;135.9;0;271.8
OL000623_1;O000623;P0068;2;170.53;0;341.06
OL000623_2;O000623;P0126;1;160.09;0;160.09
OL000623_3;O000623;P0155;3;333.51;0.2;800.42
OL000623_4;O000623;P0222;3;780.9;0.1;2108.43
OL000623_5;O000623;P0476;1;740.34;0;740.34
OL000624_1;O000624;P0271;6;181.11;0.2;869.33
OL000624_2;O000624;P0201;2;195.65;0.05;371.74
OL000624_3;O000624;P0299;3;17.68;0.1;47.74
OL000625_1;O000625;P0115;5;743.79;0.2;2975.16
OL000626_1;O000626;P0107;6;654.87;0;3929.22
OL000626_2;O000626;P0010;3;584.5;0;1753.5
OL000626_3;O000626;P0340;4;193.92;0.2;620.54
OL000626_4;O000626;P0213;5;771.24;0.1;3470.58
OL000627_1;O000627;P0225;3;147.3;0;441.9
OL000627_2;O000627;P0239;3;352.09;0;1056.27
OL000627_3;O000627;P0020;3;367.43;0;1102.29
OL000627_4;O000627;P0431;3;493.52;0;1480.56
OL000628_1;O000628;P0079;5;262.75;0;1313.75
OL000628_2;O000628;P0005;2;164.48;0;328.96
OL000628_3;O000628;P0069;3;355.61;0.1;960.15
OL000628_4;O000628;P0294;1;369.26;0;369.26
OL000628_5;O000628;P0105;1;183.03;0;183.03
OL000629_1;O000629;P0089;3;216.18;0.05;616.11
OL000630_1;O000630;P0235;1;505.28;0.2;404.22
OL000630_2;O000630;P0415;6;736.04;0;4416.24
OL000630_3;O000630;P0047;4;276.83;0;1107.32
OL000631_1;O000631;P0165;3;87.11;0.1;235.2
OL000631_2;O000631;P0055;5;587.3;0.2;2349.2
OL000631_3;O000631;P0480;2;345.57;0.05;656.58
OL000631_4;O000631;P0026;4;100.02;0.05;380.08
OL000632_1;O000632;P0401;6;119.48;0.05;681.04
OL000632_2;O000632;P0198;4;534.33;0.2;1709.86
OL000632_3;O000632;P0145;6;675.85;0.05;3852.35
OL000632_4;O000632;P0469;5;58.57;0;292.85
OL000632_5;O000632;P0485;2;18.52;0.1;33.34
OL000633_1;O000633;P0213;6;771.24;0.2;3701.95
OL000633_2;O000633;P0026;6;100.02;0;600.12
OL000633_3;O000633;P0233;1;418.33;0.1;376.5
OL000633_4;O000633;P0150;6;566.66;0;3399.96
OL000633_5;O000633;P0409;6;613.99;0;3683.94
OL000634_1;O000634;P0113;5;533.09;0.1;2398.91
OL000634_2;O000634;P0094;2;775.04;0;1550.08
OL000635_1;O000635;P0355;5;666.77;0;3333.85
OL000636_1;O000636;P0006;3;499.95;0.2;1199.88
OL000636_2;O000636;P0350;4;404.94;0.2;1295.81
OL000637_1;O000637;P0120;3;48.04;0;144.12
OL000637_2;O000637;P0232;4;639.0;0.1;2300.4
OL000637_3;O000637;P0164;2;385.83;0;771.66
OL000637_4;O000637;P0467;3;100.32;0.2;240.77
OL000638_1;O000638;P0037;3;655.22;0.1;1769.09
OL000639_1;O000639;P0341;2;630.72;0;1261.44
OL000639_2;O000639;P0221;4;641.07;0;2564.28
OL000639_3;O000639;P0172;6;611.34;0.05;3484.64
OL000640_1;O000640;P0361;2;88.02;0;176.04
OL000640_2;O000640;P0420;6;145.0;0;870.0
OL000641_1;O000641;P0206;3;290.56;0;871.68
OL000641_2;O000641;P0054;5;790.64;0;3953.2
OL000641_3;O000641;P0272;3;637.75;0.05;1817.59
OL000641_4;O000641;P0285;5;411.59;0;2057.95
OL000642_1;O000642;P0327;4;205.44;0.05;780.67
OL000642_2;O000642;P0485;4;18.52;0.05;70.38
OL000642_3;O000642;P0397;6;248.84;0;1493.04
OL000642_4;O000642;P0306;4;185.45;0;741.8
OL000643_1;O000643;P0130;5;716.95;0;3584.75
OL000643_2;O000643;P0408;1;316.09;0.05;300.29
OL000643_3;O000643;P0376;4;662.31;0.2;2119.39
OL000643_4;O000643;P0470;5;367.85;0;1839.25
OL000643_5;O000643;P0047;4;276.83;0.2;885.86
OL000644_1;O000644;P0378;6;189.11;0;1134.66
OL000645_1;O000645;P0139;2;502.22;0.2;803.55
OL000645_2;O000645;P0461;2;707.1;0.2;1131.36
OL000646_1;O000646;P0478;2;117.26;0;234.52
OL000646_2;O000646;P0091;5;378.18;0;1890.9
OL000646_3;O000646;P0452;5;162.11;0.2;648.44
OL000646_4;O000646;P0458;4;539.99;0;2159.96
OL000647_1;O000647;P0001;1;481.57;0;481.57
OL000648_1;O000648;P0271;4;181.11;0.05;688.22
OL000649_1;O000649;P0268;1;388.26;0.05;368.85
OL000649_2;O000649;P0127;1;461.7;0.2;369.36
OL000649_3;O000649;P0066;4;324.4;0.2;1038.08
OL000649_4;O000649;P0228;4;67.58;0;270.32
OL000649_5;O000649;P0236;5;664.71;0;3323.55
OL000650_1;O000650;P0189;6;88.85;0.1;479.79
OL000650_2;O000650;P0274;4;169.86;0;679.44
OL000650_3;O000650;P0314;3;404.68;0.2;971.23
OL000650_4;O000650;P0425;1;706.91;0;706.91
OL000651_1;O000651;P0228;3;67.58;0.1;182.47
OL000652_1;O000652;P0131;5;301.83;0.05;1433.69
OL000652_2;O000652;P0352;5;607.79;0.2;2431.16
OL000652_3;O000652;P0146;4;263.49;0.05;1001.26
OL000652_4;O000652;P0039;5;646.3;0;3231.5
OL000653_1;O000653;P0055;4;587.3;0.05;2231.74
OL000653_2;O000653;P0398;5;653.74;0.2;2614.96
OL000653_3;O000653;P0015;3;787.05;0.05;2243.09
OL000653_4;O000653;P0162;1;579.81;0.2;463.85
OL000653_5;O000653;P0086;6;778.32;0.2;3735.94
OL000654_1;O000654;P0010;5;584.5;0;2922.5
OL000655_1;O000655;P0283;2;302.47;0.2;483.95
OL000655_2;O000655;P0305;6;788.44;0.1;4257.58
OL000655_3;O000655;P0135;6;684.61;0;4107.66
OL000655_4;O000655;P0284;3;324.52;0.1;876.2
OL000655_5;O000655;P0444;2;603.72;0;1207.44
OL000656_1;O000656;P0467;3;100.32;0.1;270.86
OL000657_1;O000657;P0213;6;771.24;0;4627.44
OL000657_2;O000657;P0016;1;185.38;0;185.38
OL000658_1;O000658;P0463;4;91.32;0.05;347.02
OL000658_2;O000658;P0085;3;584.5;0;1753.5
OL000658_3;O000658;P0194;2;677.04;0;1354.08
OL000658_4;O000658;P0060;3;519.25;0.05;1479.86
OL000658_5;O000658;P0313;5;686.48;0.1;3089.16
OL000659_1;O000659;P0133;4;337.05;0.05;1280.79
OL000660_1;O000660;P0251;1;130.39;0;130.39
OL000661_1;O000661;P0325;4;60.4;0.1;217.44
OL000661_2;O000661;P0081;4;621.09;0.05;2360.14
OL000662_1;O000662;P0052;4;606.63;0;2426.52
OL000662_2;O000662;P0258;3;297.45;0.1;803.11
OL000662_3;O000662;P0189;5;88.85;0;444.25
OL000663_1;O000663;P0183;2;223.28;0.05;424.23
OL000663_2;O000663;P0225;5;147.3;0.05;699.67
OL000664_1;O000664;P0262;5;522.33;0;2611.65
OL000664_2;O000664;P0114;2;588.56;0;1177.12
OL000664_3;O000664;P0272;2;637.75;0.1;1147.95
OL000664_4;O000664;P0043;1;306.39;0;306.39
OL000665_1;O000665;P0279;4;332.83;0;1331.32
OL000665_2;O000665;P0005;3;164.48;0.2;394.75
OL000665_3;O000665;P0223;2;696.39;0.05;1323.14
OL000665_4;O000665;P0351;1;635.26;0.05;603.5
OL000666_1;O000666;P0097;3;304.07;0.05;866.6
OL000666_2;O000666;P0446;4;305.63;0.1;1100.27
OL000666_3;O000666;P0045;6;679.26;0.1;3668.0
OL000666_4;O000666;P0227;6;743.62;0.1;4015.55
OL000667_1;O000667;P0027;5;284.86;0.2;1139.44
OL000667_2;O000667;P0295;5;451.32;0;2256.6
OL000667_3;O000667;P0354;1;397.17;0;397.17
OL000668_1;O000668;P0142;6;383.71;0.2;1841.81
OL000668_2;O000668;P0398;5;653.74;0.05;3105.26
OL000668_3;O000668;P0318;6;546.87;0.2;2624.98
OL000668_4;O000668;P0371;4;323.7;0.2;1035.84
OL000669_1;O000669;P0092;2;376.04;0;752.08
OL000670_1;O000670;P0271;3;181.11;0.05;516.16
OL000670_2;O000670;P0474;3;195.84;0;587.52
OL000670_3;O000670;P0405;3;158.47;0;475.41
OL000670_4;O000670;P0218;4;124.81;0;499.24
OL000670_5;O000670;P0268;4;388.26;0.2;1242.43
OL000671_1;O000671;P0296;1;702.13;0;702.13
OL000671_2;O000671;P0378;5;189.11;0.2;756.44
OL000671_3;O000671;P0323;2;751.63;0;1503.26
OL000672_1;O000672;P0385;1;263.38;0.1;237.04
OL000672_2;O000672;P0493;6;336.23;0;2017.38
OL000672_3;O000672;P0394;6;310.75;0.05;1771.27
OL000672_4;O000672;P0100;2;146.52;0.1;263.74
OL000672_5;O000672;P0011;6;638.57;0;3831.42
OL000673_1;O000673;P0294;1;369.26;0.2;295.41
OL000674_1;O000674;P0388;4;696.31;0;2785.24
OL000674_2;O000674;P0469;4;58.57;0;234.28
OL000674_3;O000674;P0112;6;126.69;0.05;722.13
OL000674_4;O000674;P0261;6;635.25;0.2;3049.2
OL000675_1;O000675;P0231;6;283.35;0;1700.1
OL000675_2;O000675;P0045;6;679.26;0.05;3871.78
OL000675_3;O000675;P0441;4;246.48;0.1;887.33
OL000676_1;O000676;P0242;4;659.48;0;2637.92
OL000676_2;O000676;P0234;1;162.08;0;162.08
OL000677_1;O000677;P0320;6;765.71;0.1;4134.83
OL000678_1;O000678;P0110;1;193.77;0.05;184.08
OL000678_2;O000678;P0074;4;572.74;0.1;2061.86
OL000678_3;O000678;P0107;4;654.87;0;2619.48
OL000678_4;O000678;P0479;5;502.37;0;2511.85
OL000679_1;O000679;P0321;6;680.63;0;4083.78
OL000679_2;O000679;P0292;2;168.25;0;336.5
OL000679_3;O000679;P0259;5;135.79;0.05;645.0
OL000679_4;O000679;P0481;5;741.99;0.2;2967.96
OL000679_5;O000679;P0233;3;418.33;0.05;1192.24
OL000680_1;O000680;P0062;1;637.08;0.1;573.37
OL000680_2;O000680;P0430;3;558.75;0;1676.25
OL000680_3;O000680;P0104;3;281.79;0;845.37
OL000680_4;O000680;P0303;5;291.26;0.2;1165.04
OL000680_5;O000680;P0462;1;388.14;0.2;310.51
OL000681_1;O000681;P0310;1;494.34;0.2;395.47
OL000682_1;O000682;P0442;2;711.54;0;1423.08
OL000682_2;O000682;P0313;1;686.48;0.05;652.16
OL000683_1;O000683;P0431;5;493.52;0;2467.6
OL000683_2;O000683;P0031;5;675.17;0.1;3038.26
OL000684_1;O000684;P0209;2;95.13;0;190.26
OL000684_2;O000684;P0091;3;378.18;0;1134.54
OL000684_3;O000684;P0254;3;489.24;0;1467.72
OL000684_4;O000684;P0095;3;329.47;0;988.41
OL000684_5;O000684;P0136;6;787.65;0;4725.9
OL000685_1;O000685;P0356;6;437.87;0;2627.22
OL000685_2;O000685;P0029;2;557.81;0;1115.62
OL000685_3;O000685;P0017;5;474.99;0.05;2256.2
OL000685_4;O000685;P0400;2;346.91;0.1;624.44
OL000686_1;O000686;P0125;2;526.37;0.05;1000.1
OL000686_2;O000686;P0490;5;213.0;0;1065.0
OL000686_3;O000686;P0014;4;732.38;0;2929.52
OL000686_4;O000686;P0316;4;507.59;0;2030.36
OL000687_1;O000687;P0062;1;637.08;0.05;605.23
OL000687_2;O000687;P0162;6;579.81;0.05;3304.92
OL000688_1;O000688;P0151;2;107.86;0;215.72
OL000688_2;O000688;P0185;2;666.88;0;1333.76
OL000688_3;O000688;P0332;4;423.42;0;1693.68
OL000689_1;O000689;P0107;6;654.87;0;3929.22
OL000690_1;O000690;P0424;6;385.81;0.05;2199.12
OL000690_2;O000690;P0300;5;658.65;0.05;3128.59
OL000690_3;O000690;P0058;4;496.7;0;1986.8
OL000691_1;O000691;P0246;5;725.45;0.1;3264.53
OL000691_2;O000691;P0406;5;488.43;0.1;2197.93
OL000691_3;O000691;P0065;2;63.35;0.1;114.03
OL000692_1;O000692;P0150;5;566.66;0.2;2266.64
OL000692_2;O000692;P0067;1;433.89;0.1;390.5
OL000692_3;O000692;P0154;1;626.07;0;626.07
OL000692_4;O000692;P0207;5;659.25;0.2;2637.0
OL000693_1;O000693;P0259;2;135.79;0;271.58
OL000694_1;O000694;P0463;3;91.32;0;273.96
OL000694_2;O000694;P0450;2;255.68;0;511.36
OL000694_3;O000694;P0002;1;76.91;0;76.91
OL000695_1;O000695;P0409;1;613.99;0;613.99
OL000695_2;O000695;P0297;1;608.4;0.1;547.56
OL000695_3;O000695;P0291;6;78.61;0;471.66
OL000695_4;O000695;P0421;2;572.52;0;1145.04
OL000696_1;O000696;P0199;2;380.74;0;761.48
OL000696_2;O000696;P0026;1;100.02;0.2;80.02
OL000696_3;O000696;P0418;5;726.66;0.2;2906.64
OL000697_1;O000697;P0331;3;359.07;0.05;1023.35
OL000697_2;O000697;P0169;5;336.35;0;1681.75
OL000697_3;O000697;P0389;5;382.24;0.05;1815.64
OL000697_4;O000697;P0077;1;382.69;0;382.69
OL000697_5;O000697;P0326;3;796.85;0;2390.55
OL000698_1;O000698;P0452;6;162.11;0;972.66
OL000698_2;O000698;P0415;2;736.04;0.2;1177.66
OL000698_3;O000698;P0467;1;100.32;0.2;80.26
OL000699_1;O000699;P0464;2;326.65;0.1;587.97
OL000699_2;O000699;P0117;3;485.89;0;1457.67
OL000699_3;O000699;P0211;3;351.92;0;1055.76
OL000700_1;O000700;P0352;4;607.79;0;2431.16
OL000701_1;O000701;P0028;1;540.97;0;540.97
OL000702_1;O000702;P0485;5;18.52;0.05;87.97
OL000702_2;O000702;P0006;4;499.95;0.1;1799.82
OL000702_3;O000702;P0223;3;696.39;0;2089.17
OL000703_1;O000703;P0055;5;587.3;0;2936.5
OL000704_1;O000704;P0274;2;169.86;0;339.72
OL000704_2;O000704;P0482;3;99.4;0;298.2
OL000704_3;O000704;P0384;6;349.75;0;2098.5
OL000704_4;O000704;P0423;4;403.13;0;1612.52
OL000705_1;O000705;P0437;5;63.59;0.1;286.16
OL000705_2;O000705;P0262;3;522.33;0.2;1253.59
OL000705_3;O000705;P0151;4;107.86;0.1;388.3
