OrderID;OrderDate_raw;CustomerID;ChannelID;OrderStatus;ShippingCityID;PromoCode
O000447;09/05/2021;C1290;CH1;Cancelled;CITY11;
O000448;2024-04-15;C1102;CH4;Returned;CITY08;
O000449;13/11/2024;C1039;CH1;Returned;CITY01;
O000450;2022-03-05;C1047;CH3;Cancelled;CITY10;
O000451;01/07/2021;C1257;CH5;Cancelled;CITY12;SUMMER
O000452;08/22/2025;C1107;CH2;Cancelled;CITY04;
O000453;04/09/2025;C1081;CH4; Shipped;CITY03;
O000454;2025-12-21;C1231;CH2;Returned;CITY08;
O000455;04/21/2021;C1117;CH5;Completed;CITY10;
O000456;26/11/2022;C1268;CH5;Completed;CITY03;
O000457;2023-08-02;C1084;CH3; Pending;CITY01;WELCOME
O000458;09/12/2023;C1050;CH4;Returned;CITY12;
O000459;05/14/2024;C1342;CH5;Returned;CITY02;
O000460;2025-12-20;C1125;CH4;Pending;CITY09;
O000461;2025-02-03;C1021;CH5;Completed;CITY04;BF
O000462;29/12/2025;C1284;CH5;Completed;CITY11;
O000463;2025-01-26;C1087;CH5;Returned;CITY07;
O000464;11/08/2025;C1199;CH3;Shipped;CITY05;
O000465;2023-04-23;C1143;CH3;Returned;CITY01;RAMADAN
O000466;13/10/2025;C1149;CH2;Cancelled;CITY06;RAMADAN
O000467;20/01/2024;C1024;CH5;Cancelled;CITY04;
O000468;2025-05-15;C1282;CH5; Completed;CITY01;
O000469;2025-08-13;C1305;CH1;Shipped;CITY04;
O000470;04/19/2022;C1203;CH5;Shipped;CITY07;
O000471;2021-09-24;C1266;CH5;Shipped;CITY11;WELCOME
O000472;11/27/2025;C1028;CH5;Cancelled;CITY02;
O000473;2023-05-20;C1287;CH2;Returned;CITY05;
O000474;04/24/2022;C1330;CH3;Returned;CITY06;BF
O000475;2024-03-21;C1093;CH1;Shipped;CITY07;
O000476;2024-04-01;C1196;CH5;Cancelled;CITY01;
O000477;2021-11-14;C1203;CH1;Shipped;CITY08;RAMADAN
O000478;09/09/2025;C1145;CH1;Pending;CITY03;
O000479;2023-04-14;C1322;CH1; Cancelled;CITY02;RAMADAN
O000480;09/07/2023;C1114;CH1;Completed;CITY07;
O000481;09/04/2021;C1033;CH4;Returned ;CITY05;
O000482;07/29/2024;C1143;CH3;Completed;CITY05;
O000483;03/03/2024;C1308;CH1; Pending;CITY05;WELCOME
O000484;2021-08-11;C1239;CH5;Completed;CITY03;
O000485;2023-02-10;C1062;CH2;Cancelled;CITY05;
O000486;03/06/2023;C1141;CH3;Completed;CITY02;
O000487;29/01/2021;C1082;CH1;Shipped;CITY03;WELCOME
O000488;12/01/2025;C1058;CH5;Cancelled;CITY06;
O000489;2022-04-29;C1207;CH5;Cancelled;CITY01;
O000490;2024-10-22;C1337;CH3;Completed;CITY02;
O000491;16/02/2024;C1302;CH5;Pending;CITY05;
O000492;2023-11-06;C1149;CH2;Pending;CITY10;
O000493;24/11/2024;C1335;CH4;Completed;CITY09;
O000494;2023-02-27;C1277;CH2;Returned;CITY12;RAMADAN
O000495;10/29/2024;C1320;CH2;Pending ;CITY11;SUMMER
O000496;2022-05-30;C1093;CH5;Shipped;CITY06;
O000497;28/11/2022;C1207;CH2;Pending ;CITY03;
O000498;21/02/2024;C1200;CH3; Pending;CITY05;BF
O000499;13/09/2023;C1306;CH4;Cancelled ;CITY06;
O000500;2025-08-22;C1167;CH2;Completed;CITY04;
O000501;26/11/2024;C1302;CH5;Shipped;CITY03;
O000502;2025-11-05;C1298;CH5;Shipped;CITY05;SUMMER
O000503;2025-06-02;C1314;CH3;Cancelled;CITY02;WELCOME
O000504;08/09/2024;C1059;CH3;Pending ;CITY08;
O000505;05/17/2023;C1229;CH4;Pending;CITY03;SUMMER
O000506;09/09/2025;C1032;CH2;Cancelled;CITY01;SUMMER
O000507;02/22/2022;C1283;CH4; Pending;CITY07;
O000508;13/11/2023;C1342;CH4;Shipped;CITY02;
O000509;30/10/2022;C1093;CH2;Cancelled;CITY04;BF
O000510;04/30/2022;C1085;CH3;Pending;CITY09;
O000511;15/03/2024;C1170;CH3;Pending;CITY12;
O000512;2025-01-12;C1057;CH2;Shipped;CITY10;
O000513;11/20/2024;C1190;CH5;Pending;CITY01;
O000514;16/02/2021;C1076;CH5;Cancelled;CITY12;SUMMER
O000515;01/11/2021;C1295;CH4;SHIPPED;CITY02;
O000516;04/20/2021;C1058;CH5;Completed;CITY03;
O000517;2025-05-10;C1266;CH1;Cancelled;CITY02;
O000518;08/07/2025;C1109;CH5;Returned;CITY08;WELCOME
O000519;2022-09-21;C1066;CH2;Completed;CITY03;
O000520;25/04/2023;C1116;CH2;Cancelled;CITY02;
O000521;2024-06-29;C1033;CH3;Shipped;CITY06;
O000522;11/02/2024;C1030;CH1;Returned;CITY12;
O000523;20/01/2024;C1006;CH5;Completed;CITY02;
O000524;20/05/2022;C1027;CH4;Cancelled;CITY05;SUMMER
O000525;2024-05-05;C1129;CH4;Completed;CITY04;RAMADAN
O000526;08/29/2025;C1070;CH4; Completed;CITY07;
O000527;2024-04-14;C1120;CH5;Returned ;CITY12;
O000528;2023-03-20;C1310;CH5;Shipped;CITY08;
O000529;2021-07-23;C1076;CH2;Shipped;CITY10;
O000530;2025-07-11;C1007;CH1;Pending;CITY11;
O000531;27/04/2022;C1189;CH5;Returned;CITY10;BF
O000532;28/07/2025;C1036;CH5;Shipped;CITY03;
O000533;2023-08-30;C1163;CH4;Completed;CITY07;
O000534;2024-09-23;C1325;CH1;Pending ;CITY02;SUMMER
O000535;12/29/2021;C1249;CH3;Returned;CITY06;WELCOME
O000536;2021-02-22;C1136;CH4;Returned;CITY03;
O000537;06/11/2024;C1021;CH4;Cancelled;CITY09;BF
O000538;16/04/2024;C1127;CH3;Returned;CITY04;
O000539;01/04/2023;C1170;CH1;Cancelled;CITY08;
O000540;25/01/2024;C1277;CH1;Shipped;CITY05;
O000541;2024-11-27;C1316;CH5;Shipped;CITY05;
O000542;30/08/2023;C1040;CH4;Completed;CITY09;
O000543;2025-07-11;C1069;CH3;Returned;CITY05;BF
O000544;2022-10-07;C1216;CH3;Shipped;CITY01;
O000545;2025-05-24;C1066;CH2;Shipped;CITY07;SUMMER
O000546;2024-11-22;C1336;CH4;Pending;CITY02;
O000547;2021-05-03;C1003;CH5;Completed;CITY07;BF
O000548;04/12/2021;C1027;CH2;Returned;CITY08;
O000549;09/27/2022;C1065;CH1;Returned;CITY05;SUMMER
O000550;11/12/2021;C1229;CH3;Returned;CITY08;
O000551;28/01/2022;C1284;CH5;Shipped;CITY08;SUMMER
O000552;11/09/2022;C1117;CH3; Completed;CITY11;
O000553;19/08/2025;C1272;CH2;Returned;CITY10;
O000554;12/18/2025;C1306;CH1;Pending;CITY12;RAMADAN
O000555;2024-12-26;C1129;CH2;Pending;CITY11;
O000556;12/11/2025;C1290;CH2;Cancelled;CITY12;
O000557;2023-08-03;C1222;CH4;Completed ;CITY11;
O000558;08/06/2024;C1043;CH5;Returned;CITY07;
O000559;26/07/2023;C1206;CH2;Completed;CITY06;
O000560;27/01/2021;C1331;CH4;Pending;CITY12;RAMADAN
O000561;2021-03-27;C1267;CH5;Completed;CITY07;
O000562;2024-02-17;C1284;CH5;Returned;CITY11;BF
O000563;12/03/2024;C1232;CH4;Completed;CITY02;
O000564;25/05/2025;C1236;CH3;Pending;CITY08;SUMMER
O000565;2021-10-10;C1223;CH3;Cancelled;CITY06;
O000566;01/06/2021;C1295;CH2;Cancelled;CITY01;
O000567;30/07/2023;C1087;CH2;Cancelled;CITY03;
O000568;2021-01-13;C1246;CH1;Completed;CITY01;
O000569;08/01/2025;C1225;CH1;Returned;CITY02;
O000570;2024-12-02;C1150;CH2;Cancelled;CITY10;
O000571;07/07/2025;C1159;CH5;Completed;CITY02;
O000572;2022-03-13;C1184;CH4;Pending;CITY06;
O000573;01/09/2025;C1128;CH3;Returned;CITY03;SUMMER
O000574;2022-12-23;C1040;CH3;Shipped;CITY01;
O000575;2025-05-15;C1259;CH4;Completed;CITY06;SUMMER
O000576;29/10/2024;C1090;CH1;Completed;CITY06;
O000577;2022-03-16;C1093;CH3;Returned;CITY06;
O000578;26/12/2022;C1302;CH3;Completed;CITY02;
O000579;2021-05-12;C1036;CH5;Pending;CITY11;SUMMER
O000580;31/05/2021;C1279;CH4;Shipped;CITY04;
O000581;2023-07-28;C1193;CH2;Pending;CITY06;
O000582;09/07/2024;C1095;CH5;Cancelled;CITY02;
O000583;2023-11-12;C1129;CH2;Completed;CITY07;
O000584;06/29/2021;C1087;CH5;Returned;CITY01;RAMADAN
O000585;2023-08-07;C1012;CH5; Cancelled;CITY06;
O000586;2024-03-04;C1048;CH4;Completed;CITY09;
O000587;2024-05-31;C1079;CH5;Returned;CITY05;SUMMER
O000588;05/02/2021;C1129;CH1;Pending;CITY12;RAMADAN
O000589;03/25/2022;C1067;CH2;Shipped;CITY12;
O000590;07/12/2022;C1304;CH2;Shipped;CITY10;WELCOME
O000591;29/10/2025;C1081;CH5;Returned;CITY04;
O000592;2023-09-25;C1007;CH5;Completed;CITY07;
O000593;13/09/2022;C1297;CH3;Pending;CITY07;BF
O000594;2021-10-03;C1222;CH1;Completed;CITY07;RAMADAN
O000595;2024-05-01;C1316;CH1;Returned;CITY12;SUMMER
O000596;12/23/2025;C1068;CH3;Shipped;CITY11;
O000597;2025-10-04;C1342;CH5;Shipped;CITY05;SUMMER
O000598;06/14/2023;C1189;CH5;Shipped;CITY12;
O000599;2023-11-07;C1044;CH3;Cancelled;CITY06;
O000600;2021-09-08;C1146;CH1;Pending;CITY03;BF
O000601;03/03/2021;C1273;CH1;Shipped;CITY03;RAMADAN
O000602;2025-07-29;C1336;CH3;Cancelled;CITY05;SUMMER
O000603;2023-07-17;C1067;CH5;Shipped;CITY04;
O000604;16/03/2021;C1012;CH2;Shipped;CITY02;
O000605;11/02/2022;C1062;CH2;Shipped;CITY09;
O000606;2024-06-14;C1180;CH2;Cancelled;CITY08;RAMADAN
O000607;09/22/2021;C1116;CH4;SHIPPED;CITY08;
O000608;15/04/2025;C1258;CH2;Cancelled;CITY02;
O000609;2025-05-16;C1206;CH4;Cancelled;CITY03;RAMADAN
O000610;01/01/2022;C1181;CH4;Completed;CITY06;
O000611;25/12/2023;C1028;CH3;Shipped;CITY04;
O000612;08/11/2023;C1146;CH4;Cancelled;CITY06;
O000613;2021-05-28;C1039;CH5;Pending;CITY11;
O000614;09/27/2024;C1007;CH1;Returned;CITY12;
O000615;2023-04-12;C1018;CH5;Returned;CITY08;
O000616;07/16/2024;C1292;CH3;Cancelled;CITY07;
O000617;09/05/2021;C1300;CH1;Pending;CITY07;SUMMER
O000618;2024-04-29;C1230;CH3;Completed;CITY06;BF
O000619;2024-06-16;C1095;CH4;Shipped ;CITY11;
O000620;05/24/2023;C1153;CH2;Completed;CITY09;
O000621;2024-06-07;C1062;CH4;Returned;CITY10;RAMADAN
O000622;30/04/2024;C1168;CH5;Shipped;CITY04;
O000623;2025-10-11;C1265;CH3;Cancelled;CITY06;
O000624;02/18/2025;C1182;CH1;Cancelled;CITY08;SUMMER
O000625;05/21/2021;C1133;CH3;Returned;CITY07;
O000626;08/25/2025;C1208;CH2; Cancelled;CITY08;
O000627;2024-12-26;C1072;CH5;Pending;CITY03;WELCOME
O000628;2023-05-15;C1200;CH3;Cancelled;CITY03;
O000629;2025-07-29;C1005;CH4;Shipped;CITY06;
O000630;2025-07-30;C1249;CH2; Cancelled;CITY03;
O000631;2021-04-30;C1224;CH4;Pending;CITY02;BF
O000632;2024-07-12;C1075;CH3;Returned;CITY06;
O000633;24/09/2021;C1043;CH1;Completed;CITY01;RAMADAN
O000634;05/10/2024;C1162;CH1;Shipped;CITY08;BF
O000635;02/11/2023;C1347;CH3;Pending;CITY04;RAMADAN
O000636;17/09/2022;C1257;CH5;Shipped;CITY01;
O000637;2023-10-15;C1131;CH5;Cancelled;CITY03;
O000638;18/10/2021;C1309;CH2;Completed;CITY03;
O000639;2022-04-22;C1223;CH2;Shipped;CITY07;RAMADAN
O000640;01/22/2025;C1054;CH2;Returned;CITY10;
O000641;2025-03-15;C1151;CH5;Completed;CITY07;
O000642;2021-12-30;C1291;CH5;Shipped;CITY06;
O000643;2025-07-15;C1074;CH2;Completed;CITY02;
O000644;27/08/2024;C1082;CH5;Cancelled;CITY04;
O000645;01/10/2024;C1172;CH2;Returned;CITY06;
O000646;09/13/2024;C1289;CH5;Completed ;CITY07;RAMADAN
O000647;14/12/2025;C1323;CH5;Shipped;CITY07;
O000648;07/23/2021;C1344;CH5;Returned;CITY03;BF
O000649;2023-10-07;C1197;CH1;Completed;CITY10;
O000650;2022-12-18;C1338;CH4;Cancelled;CITY12;RAMADAN
O000651;05/18/2024;C1139;CH4;Completed;CITY03;
O000652;2021-05-09;C1224;CH5;Returned;CITY09;
O000653;2022-05-12;C1147;CH4;Returned;CITY12;
O000654;08/09/2025;C1016;CH2;Shipped;CITY07;
O000655;01/02/2021;C1284;CH5;Returned;CITY01;
O000656;04/05/2021;C1347;CH3;Shipped;CITY10;SUMMER
O000657;2023-06-04;C1229;CH5;Completed;CITY01;
O000658;2022-09-13;C1129;CH2;Returned;CITY05;SUMMER
O000659;10/18/2025;C1092;CH1; Returned;CITY11;
O000660;2023-02-02;C1305;CH2;Returned;CITY04;
O000661;07/01/2021;C1127;CH4;Cancelled;CITY02;
O000662;2024-02-09;C1166;CH2;Cancelled;CITY06;RAMADAN
O000663;14/01/2023;C1157;CH5;Completed;CITY08;RAMADAN
O000664;2024-12-09;C1292;CH4;Cancelled;CITY04;
O000665;17/11/2023;C1242;CH5;Returned;CITY02;SUMMER
O000666;11/02/2022;C1115;CH4;Returned ;CITY02;
O000667;03/06/2022;C1202;CH2;Returned;CITY11;
O000668;2021-12-02;C1048;CH1;Returned;CITY05;RAMADAN
O000669;2022-11-04;C1325;CH5;Pending;CITY12;WELCOME
O000670;2023-12-20;C1276;CH2;Returned;CITY08;WELCOME
O000671;2025-03-21;C1222;CH5;Completed;CITY08;
O000672;2023-05-17;C1299;CH2;Cancelled;CITY11;SUMMER
O000673;10/13/2025;C1293;CH4;Pending;CITY02;RAMADAN
O000674;2021-05-05;C1069;CH3;Cancelled;CITY06;
O000675;13/12/2024;C1003;CH3;Returned;CITY07;
O000676;27/07/2021;C1194;CH3;Cancelled;CITY11;RAMADAN
O000677;08/28/2022;C1090;CH5;Completed;CITY12;
O000678;2023-04-19;C1135;CH1;Pending;CITY09;
O000679;04/27/2024;C1162;CH2;Completed;CITY07;
O000680;2024-01-07;C1232;CH2;Shipped;CITY01;BF
O000681;2023-11-15;C1113;CH2;Cancelled;CITY01;
O000682;01/22/2024;C1065;CH4;Cancelled;CITY01;
O000683;10/02/2021;C1028;CH4;Returned;CITY04;
O000684;2024-01-20;C1238;CH1;Returned;CITY12;BF
O000685;2023-02-23;C1269;CH4;Completed;CITY01;
O000686;04/19/2023;C1278;CH5; Completed;CITY06;
O000687;12/08/2021;C1104;CH5;Shipped;CITY02;
O000688;01/26/2024;C1035;CH4;Completed;CITY01;RAMADAN
O000689;02/09/2025;C1340;CH1;Returned;CITY08;
O000690;08/22/2023;C1209;CH1;Shipped;CITY01;
O000691;16/12/2021;C1220;CH5;Shipped;CITY10;
O000692;2021-02-18;C1261;CH2;Shipped;CITY10;
O000693;09/04/2025;C1101;CH3;Cancelled;CITY05;BF
O000694;10/31/2021;C1004;CH2;Completed;CITY08;RAMADAN
O000695;07/06/2024;C1002;CH1;Returned;CITY02;
O000696;07/03/2023;C1004;CH5;Pending;CITY09;
O000697;20/01/2025;C1125;CH4;Completed;CITY06;WELCOME
O000698;2022-08-04;C1297;CH3;Shipped;CITY02;
O000699;2021-01-03;C1076;CH4; Cancelled;CITY02;
O000700;2021-06-28;C1081;CH5;Completed;CITY09;
O000701;2024-09-25;C1203;CH1;Completed ;CITY01;
O000702;21/01/2025;C1089;CH2;Cancelled;CITY06;
O000703;28/11/2025;C1156;CH2;Cancelled;CITY11;
O000704;02/07/2025;C1158;CH4;Cancelled;CITY07;
O000705;2022-12-21;C1204;CH2;Cancelled;CITY10;BF
O000706;2021-08-11;C1261;CH3;Returned;CITY03;
O000707;2025-09-24;C1129;CH5;Pending;CITY03;WELCOME
O000708;2022-05-26;C1001;CH4;Cancelled;CITY05;
O000709;07/28/2025;C1189;CH3;Cancelled;CITY12;
O000710;2021-04-19;C1029;CH2;Cancelled ;CITY10;
O000711;17/12/2025;C1322;CH4;Cancelled;CITY10;WELCOME
O000712;2022-11-29;C1114;CH3;Returned;CITY03;
O000713;2025-09-06;C1079;CH2;Cancelled;CITY11;
O000714;11/10/2024;C1281;CH3;Pending;CITY03;SUMMER
O000715;2022-06-16;C1203;CH4;Completed;CITY06;
O000716;14/09/2025;C1208;CH3;Cancelled;CITY01;
O000717;23/06/2024;C1275;CH2;Returned;CITY09;
O000718;04/06/2021;C1075;CH1;Pending;CITY06;
O000719;09/12/2025;C1141;CH4;Shipped;CITY10;BF
O000720;09/07/2023;C1252;CH3;Completed;CITY10;
O000721;2023-06-11;C1189;CH3;Shipped;CITY06;
O000722;2025-03-26;C1333;CH4;Returned;CITY11;
O000723;02/27/2024;C1088;CH3;Pending;CITY07;RAMADAN
O000724;2024-10-31;C1105;CH2;Shipped;CITY04;
O000725;2024-04-26;C1347;CH2;Cancelled ;CITY04;
O000726;2024-05-05;C1230;CH4;Pending;CITY11;
O000727;06/13/2023;C1039;CH5;Completed;CITY03;
O000728;2023-05-23;C1310;CH1;Shipped;CITY05;RAMADAN
O000729;03/10/2025;C1211;CH5; Returned;CITY11;
O000730;07/02/2023;C1020;CH3;Completed;CITY04;
O000731;27/02/2025;C1203;CH3;Pending ;CITY12;
O000732;04/09/2022;C1288;CH4;Completed;CITY08;BF
O000733;2021-02-17;C1231;CH1;Returned;CITY01;BF
O000734;31/01/2023;C1153;CH2; Returned;CITY01;
O000735;2024-08-28;C1169;CH3;Completed;CITY06;
O000736;07/01/2024;C1099;CH2;Cancelled;CITY07;
O000737;2025-03-22;C1138;CH1;Cancelled;CITY06;
O000738;2022-01-09;C1304;CH3;Completed;CITY02;
O000739;18/10/2021;C1013;CH5;Shipped;CITY01;
O000740;09/05/2021;C1181;CH2;Pending;CITY04;
O000741;2023-08-13;C1309;CH2;Pending;CITY03;
O000742;2023-10-06;C1021;CH4;Shipped;CITY04;RAMADAN
O000743;2025-02-14;C1269;CH5;Cancelled;CITY06;BF
O000744;2025-02-18;C1191;CH1;Returned;CITY03;
O000745;2023-07-05;C1088;CH5;Shipped;CITY03;
O000746;2023-03-19;C1087;CH4;Completed;CITY06;WELCOME
O000747;23/03/2024;C1112;CH2;Pending;CITY03;
O000748;2021-08-16;C1214;CH1;Shipped;CITY05;RAMADAN
O000749;26/02/2022;C1101;CH4; Completed;CITY05;WELCOME
O000750;2023-12-08;C1185;CH4;Shipped;CITY12;RAMADAN
O000751;03/26/2021;C1086;CH3;Returned;CITY05;WELCOME
O000752;05/12/2021;C1183;CH3;Returned;CITY03;
O000753;07/01/2021;C1304;CH3;Cancelled;CITY06;BF
O000754;17/09/2022;C1250;CH4;Completed;CITY09;
O000755;2025-03-27;C1119;CH4;Returned;CITY11;SUMMER
O000756;2024-11-25;C1085;CH5; Completed;CITY01;BF
O000757;2023-09-17;C1330;CH4; Cancelled;CITY02;
O000758;2023-11-07;C1331;CH5;Shipped;CITY11;
O000759;2023-03-30;C1012;CH3;Pending;CITY05;
O000760;22/01/2024;C1205;CH4;Completed;CITY01;
O000761;10/02/2023;C1061;CH5;Cancelled;CITY04;
O000762;2024-11-08;C1327;CH5;Completed;CITY10;
O000763;07/21/2025;C1027;CH2;Completed;CITY08;
O000764;30/07/2021;C1194;CH3;Returned;CITY11;
O000765;2021-03-29;C1228;CH1; Cancelled;CITY09;
O000766;2024-03-03;C1094;CH4;PENDING;CITY07;
O000767;2022-02-03;C1344;CH3;Pending;CITY07;RAMADAN
O000768;2022-03-17;C1208;CH5;Completed;CITY08;
O000769;2022-05-12;C1192;CH3;Cancelled;CITY01;
O000770;2023-10-18;C1127;CH5;Pending;CITY03;RAMADAN
O000771;02/03/2023;C1297;CH3;Returned;CITY03;RAMADAN
O000772;2024-03-11;C1298;CH4;Cancelled;CITY10;
O000773;2024-02-13;C1263;CH4;Shipped;CITY07;
O000774;04/15/2025;C1306;CH1;Cancelled;CITY01;
O000775;2025-02-26;C1333;CH2;Completed;CITY02;
O000776;2024-08-12;C1167;CH4;Pending;CITY12;
O000777;28/06/2024;C1133;CH5;Returned;CITY09;WELCOME
O000778;2024-03-17;C1170;CH4;Cancelled;CITY11;SUMMER
O000779;06/09/2024;C1099;CH4;Returned;CITY01;
O000780;11/24/2024;C1170;CH5;Returned;CITY09;
O000781;2025-03-16;C1273;CH4;Cancelled;CITY01;
O000782;09/08/2024;C1085;CH5;Returned;CITY04;
O000783;2022-06-18;C1138;CH5;Shipped;CITY02;
O000784;05/22/2024;C1279;CH2;CANCELLED;CITY04;
O000785;2024-07-10;C1010;CH4;Returned;CITY03;
O000786;12/03/2022;C1213;CH2;Cancelled ;CITY08;
O000787;2021-03-29;C1305;CH2;Completed;CITY12;
O000788;04/12/2022;C1083;CH4;Cancelled;CITY11;
O000789;04/11/2025;C1272;CH2;Cancelled ;CITY07;WELCOME
O000790;10/10/2021;C1196;CH1;Returned;CITY09;
O000791;18/08/2024;C1324;CH4;Pending;CITY02;WELCOME
O000792;2022-04-19;C1057;CH5;Cancelled;CITY12;
O000793;2025-03-11;C1285;CH5;Pending;CITY02;
O000794;2024-06-16;C1253;CH1;Pending;CITY07;WELCOME
O000795;2021-02-02;C1067;CH2;Pending;CITY06;
O000796;2023-12-15;C1225;CH5;Completed;CITY02;
O000797;2025-01-20;C1235;CH1;Returned;CITY09;
O000798;2023-03-22;C1280;CH1;Pending;CITY04;BF
O000799;2023-06-05;C1250;CH2;Cancelled;CITY12;
O000800;07/29/2025;C1202;CH4;Shipped;CITY05;
O000801;02/14/2021;C1294;CH1;Pending;CITY10;
O000802;26/06/2025;C1344;CH4;Pending;CITY05;
O000803;2024-07-04;C1077;CH2;Shipped;CITY02;BF
O000804;2021-10-05;C1322;CH3;Completed;CITY12;SUMMER
O000805;2021-10-10;C1190;CH5;Completed;CITY01;
O000806;04/17/2024;C1292;CH4;Returned;CITY10;
O000807;03/07/2025;C1113;CH5;Pending;CITY03;
O000808;10/09/2021;C1098;CH5;Returned;CITY05;RAMADAN
O000809;2021-04-29;C1168;CH5;Pending ;CITY12;WELCOME
O000810;2023-11-22;C1219;CH4;Returned;CITY04;
O000811;21/03/2024;C1072;CH4;Completed;CITY07;
O000812;2021-07-24;C1088;CH3;Shipped;CITY07;
O000813;2022-08-30;C1002;CH2;Cancelled;CITY07;
O000814;2025-07-17;C1137;CH2;Cancelled;CITY01;SUMMER
O000815;2021-10-04;C1139;CH3;Cancelled;CITY07;
O000816;19/03/2024;C1164;CH4;Cancelled;CITY06;
O000817;18/08/2023;C1097;CH3;Cancelled ;CITY08;
O000818;2025-05-31;C1328;CH5;Shipped;CITY02;
O000819;2021-12-06;C1235;CH4;Shipped;CITY08;RAMADAN
O000820;2025-08-10;C1174;CH5;Pending;CITY01;BF
O000821;04/12/2022;C1241;CH5; Completed;CITY07;SUMMER
O000822;04/08/2025;C1278;CH5;Returned;CITY04;
O000823;11/02/2023;C1134;CH5;Returned;CITY03;WELCOME
O000824;2025-10-02;C1335;CH1;Returned;CITY11;
O000825;2024-09-16;C1155;CH5;Shipped;CITY01;
O000826;2024-07-18;C1021;CH3;Shipped;CITY11;
O000827;22/03/2025;C1078;CH2;Pending;CITY08;
O000828;2025-07-06;C1321;CH3;Pending;CITY08;
O000829;10/03/2021;C1313;CH3;Shipped;CITY04;
O000830;10/11/2022;C1286;CH3;Pending;CITY03;
O000831;2022-08-21;C1196;CH4;Pending;CITY12;
O000832;18/11/2023;C1340;CH1;Shipped;CITY05;
O000833;04/26/2024;C1064;CH5;Shipped;CITY04;WELCOME
O000834;2021-09-10;C1307;CH4;Shipped;CITY06;BF
O000835;01/25/2025;C1224;CH4;Returned;CITY10;
O000836;2025-10-10;C1202;CH3;Shipped;CITY07;
O000837;08/02/2024;C1093;CH4;Shipped;CITY02;SUMMER
O000838;2025-11-28;C1281;CH4;Shipped;CITY04;
O000839;18/06/2022;C1301;CH4;Returned;CITY04;
O000840;2021-07-14;C1263;CH2;Completed;CITY01;
O000841;29/01/2024;C1233;CH1;Completed;CITY06;
O000842;02/02/2023;C1134;CH2; Cancelled;CITY04;
O000843;2023-05-20;C1127;CH2;Returned;CITY05;
O000844;02/04/2025;C1106;CH3;Returned;CITY04;RAMADAN
O000845;09/16/2022;C1095;CH5;Shipped;CITY08;BF
O000846;2024-07-27;C1343;CH4;Cancelled;CITY11;
O000847;2021-11-19;C1189;CH2;Returned ;CITY02;
O000848;11/24/2022;C1106;CH5;Returned;CITY03;
O000849;2025-11-04;C1330;CH4;Cancelled;CITY06;
O000850;06/15/2024;C1311;CH5;Completed;CITY11;
O000851;15/07/2021;C1140;CH5;Returned;CITY12;
O000852;2025-05-23;C1226;CH4;Cancelled;CITY12;
O000853;2021-01-24;C1110;CH4;Returned;CITY11;
O000854;09/03/2021;C1053;CH4;Completed;CITY01;
O000855;2022-03-18;C1243;CH4;Shipped;CITY05;
O000856;01/06/2021;C1128;CH5;Completed;CITY10;
O000857;2025-10-14;C1213;CH1;Shipped;CITY02;
O000858;05/03/2021;C1107;CH3;Cancelled ;CITY10;
O000859;05/10/2021;C1155;CH4;Completed;CITY11;
O000860;02/05/2025;C1311;CH2;Shipped;CITY07;SUMMER
O000861;2021-09-08;C1295;CH3;Cancelled;CITY05;
O000862;2025-07-26;C1176;CH3;Cancelled;CITY08;SUMMER
O000863;2023-12-03;C1269;CH3;Shipped;CITY10;RAMADAN
O000864;2022-03-03;C1187;CH3;Returned;CITY03;BF
O000865;2023-02-23;C1004;CH4;Completed;CITY11;
O000866;01/12/2025;C1002;CH1;Shipped;CITY05;
O000867;2023-08-23;C1167;CH2;Returned;CITY05;
O000868;13/12/2024;C1059;CH2;Pending;CITY06;
O000869;11/05/2024;C1237;CH5; Cancelled;CITY02;WELCOME
O000870;05/31/2025;C1261;CH1;Pending;CITY08;SUMMER
O000871;2023-10-17;C1286;CH1;Cancelled;CITY11;
O000872;21/01/2024;C1142;CH2;Returned;CITY10;
O000873;30/01/2025;C1024;CH4;Pending;CITY05;
O000874;05/09/2022;C1300;CH5;Completed;CITY09;
O000875;03/04/2025;C1072;CH3;Cancelled;CITY01;
O000876;2025-09-29;C1299;CH1;Shipped;CITY07;
O000877;10/04/2025;C1042;CH3;Returned;CITY04;
O000878;05/14/2024;C1071;CH2;Completed;CITY03;
O000879;08/06/2025;C1181;CH1;Cancelled;CITY09;
O000880;09/30/2023;C1309;CH4;Completed;CITY01;RAMADAN
O000881;2021-01-06;C1230;CH5;Returned;CITY05;SUMMER
O000882;2022-08-17;C1225;CH3;Cancelled;CITY10;SUMMER
O000883;09/11/2024;C1241;CH4;Completed;CITY09;WELCOME
O000884;2024-07-19;C1218;CH2;Pending;CITY08;
O000885;01/03/2021;C1125;CH4;Pending;CITY09;
O000886;09/17/2021;C1245;CH5;Pending;CITY11;
O000887;2025-11-09;C1112;CH3;Completed;CITY05;SUMMER
O000888;2023-12-20;C1225;CH5;Pending;CITY10;SUMMER
O000889;2022-11-01;C1196;CH5;Pending;CITY01;BF
O000890;09/09/2022;C1223;CH3;Completed;CITY08;
O000891;2024-11-30;C1335;CH1; Shipped;CITY09;
O000892;2023-09-27;C1204;CH4;Completed;CITY11;RAMADAN
O000893;05/17/2023;C1231;CH5; Shipped;CITY12;
O000894;2023-05-09;C1143;CH5;Completed;CITY10;SUMMER
