ProductID;ProductName;CategoryID;BrandID;SupplierID;UnitCost;UnitPrice;IsActive
P0386;Tenir Plus;CAT03;BR06;SUP20;370.6;644.21;N
P0387;Davantage Max;CAT01;BR15;SUP08;93.86;305.32;Y
P0388;Cela Pro;CAT01;BR04;SUP20;417.39;696.31;Yes
P0389;Mensonge Pro;CAT06;BR12;SUP04;140.78;382.24;Yes
P0390;Ni Basic;CAT04;BR04;SUP18;237.85;214.34;No
P0391;Leur Basic;CAT01;BR07;SUP19;408.19;426.17;Yes
P0392;Tendre Basic;CAT01;BR05;SUP07;356.19;498.19;Y
P0393;Même Max;CAT01;BR02;SUP13;298.87;533.76;Yes
P0394;Arriver Pro;CAT01;BR05;SUP13;107.87;310.75;Y
P0395;Supporter Plus;CAT08;BR14;SUP20;241.54;157.27;No
P0396;Rare Pro;CAT01;BR04;SUP17;140.69;397.05;N
P0397;Époque Pro;CAT06;BR11;SUP12;163.14;248.84;Yes
P0398;Après Pro;CAT05;BR15;SUP13;401.23;653.74;Y
P0399;Dangereux Plus;CAT04;BR03;SUP11;404.24;528.98;Y
P0400;Etc Max;CAT04;BR07;SUP08;259.94;346.91;Yes
P0401;Pur Plus;CAT08;BR09;SUP05;97.01;119.48;N
P0402;Sauter Basic;CAT05;BR12;SUP17;409.76;349.75;N
P0403;Cesser Basic;CAT06;BR02;SUP18;242.17;578.36;N
P0404;Poète Plus;CAT03;BR12;SUP01;345.62;705.3;No
P0405;Mesure Max;CAT05;BR08;SUP09;72.62;158.47;N
P0406;Douceur Basic;CAT01;BR13;SUP20;279.54;488.43;N
P0407;Matin Basic;CAT04;BR11;SUP01;164.87;553.63;No
P0408;Voici Basic;CAT08;BR12;SUP12;86.87;316.09;No
P0409;Vin Basic;CAT03;BR04;SUP08;19.34;613.99;Y
P0410;Police Plus;CAT07;BR04;SUP07;342.21;62.25;No
P0411;Scène Max;CAT06;BR14;SUP15;399.98;347.77;Y
P0412;Cela Max;CAT06;BR07;SUP20;422.92;461.83;Y
P0413;Premier Pro;CAT08;BR08;SUP02;395.61;204.12;No
P0414;Voler Pro;CAT07;BR09;SUP02;89.48;357.25;Yes
P0415;Instinct Plus;CAT08;BR03;SUP14;136.02;736.04;N
P0416;Gens Max;CAT08;BR02;SUP17;55.36;625.2;N
P0417;Usage Max;CAT07;BR06;SUP15;16.09;368.41;N
P0418;Parent Max;CAT02;BR05;SUP11;312.81;726.66;N
P0419;Effacer Pro;CAT02;BR02;SUP15;287.16;77.39;No
P0420;Regretter Basic;CAT07;BR09;SUP13;24.54;145.0;Yes
P0421;Pendant Basic;CAT03;BR14;SUP05;84.6;572.52;No
P0422;Phrase Plus;CAT05;BR12;SUP15;133.51;152.75;N
P0423;Quart Basic;CAT01;BR10;SUP09;10.43;403.13;No
P0424;Mari Pro;CAT08;BR04;SUP07;267.04;385.81;No
P0425;Quart Max;CAT02;BR10;SUP20;7.92;706.91;Yes
P0426;Facile Basic;CAT01;BR03;SUP05;29.5;285.73;N
P0427;Lentement Pro;CAT05;BR06;SUP03;26.82;339.4;N
P0428;Établir Basic;CAT05;BR10;SUP20;259.67;454.12;No
P0429;Ce Plus;CAT01;BR02;SUP10;148.66;719.05;Y
P0430;Prouver Max;CAT02;BR05;SUP16;64.87;558.75;Yes
P0431;Chant Plus;CAT07;BR09;SUP07;314.64;493.52;Y
P0432;Ainsi Pro;CAT08;BR12;SUP20;420.58;789.16;Yes
P0433;Malade Max;CAT06;BR05;SUP17;260.94;502.36;N
P0434;Droit Max;CAT08;BR08;SUP06;398.23;193.85;Yes
P0435;As Basic;CAT01;BR02;SUP01;211.87;639.42;N
P0436;Tenter Max;CAT07;BR01;SUP11;160.59;646.77;N
P0437;Proposer Pro;CAT04;BR12;SUP10;118.22;63.59;Yes
P0438;Toute Plus;CAT01;BR02;SUP11;156.91;582.27;Y
P0439;Se Basic;CAT04;BR06;SUP11;415.41;388.5;No
P0440;Sourire Pro;CAT03;BR08;SUP05;284.1;714.73;Yes
P0441;Traiter Max;CAT07;BR15;SUP02;376.62;246.48;Yes
P0442;Rentrer Pro;CAT04;BR10;SUP11;360.79;711.54;Yes
P0443;D'autres Pro;CAT03;BR05;SUP01;155.92;306.44;N
P0444;Devoir Max;CAT03;BR10;SUP04;389.74;603.72;Yes
P0445;Interroger Pro;CAT05;BR07;SUP03;226.19;197.74;No
P0446;Voix Plus;CAT04;BR09;SUP10;82.88;305.63;Y
P0447;Pas Basic;CAT02;BR08;SUP17;16.1;391.3;N
P0448;Vif Basic;CAT06;BR15;SUP16;330.94;423.67;Yes
P0449;Envie Basic;CAT02;BR14;SUP17;306.14;114.85;Y
P0450;Commencement Max;CAT07;BR12;SUP17;56.55;255.68;Y
P0451;Couvrir Pro;CAT06;BR08;SUP02;50.88;615.28;Yes
P0452;Remettre Pro;CAT05;BR11;SUP07;147.79;162.11;Yes
P0453;Mériter Plus;CAT08;BR11;SUP04;126.33;134.42;Y
P0454;Sentir Pro;CAT02;BR04;SUP18;160.89;261.6;N
P0455;Rompre Plus;CAT04;BR03;SUP03;143.56;714.87;No
P0456;Premier Pro;CAT03;BR01;SUP16;406.97;49.86;No
P0457;Blanc Pro;CAT02;BR07;SUP13;84.65;480.94;No
P0458;Pourtant Plus;CAT05;BR06;SUP07;322.24;539.99;Y
P0459;Jouer Max;CAT03;BR02;SUP15;48.28;255.21;No
P0460;Fond Max;CAT04;BR04;SUP05;388.19;497.38;Yes
P0461;Déposer Max;CAT03;BR12;SUP11;356.01;707.1;No
P0462;Demeurer Max;CAT01;BR02;SUP16;55.23;388.14;N
P0463;Maintenant Plus;CAT06;BR10;SUP19;61.69;91.32;Y
P0464;Tourner Plus;CAT02;BR13;SUP10;242.07;326.65;No
P0465;Admettre Basic;CAT04;BR09;SUP06;438.38;313.22;Yes
P0466;On Basic;CAT07;BR13;SUP14;257.41;280.34;N
P0467;Ensuite Basic;CAT02;BR12;SUP19;377.35;100.32;No
P0468;Colon Plus;CAT02;BR14;SUP15;83.4;765.15;Y
P0469;Condition Pro;CAT07;BR06;SUP16;292.02;58.57;N
P0470;Raconter Basic;CAT01;BR13;SUP05;299.09;367.85;Yes
P0471;Grave Max;CAT08;BR04;SUP07;308.27;260.11;Yes
P0472;Acheter Max;CAT06;BR02;SUP19;8.61;789.27;No
P0473;Impossible Basic;CAT05;BR01;SUP12;405.98;774.64;Y
P0474;Remarquer Plus;CAT02;BR14;SUP10;390.23;195.84;No
P0475;Choix Plus;CAT07;BR07;SUP13;198.66;176.86;N
P0476;Retirer Max;CAT03;BR04;SUP18;176.14;740.34;No
P0477;Art Basic;CAT05;BR14;SUP05;64.75;66.68;Y
P0478;Exemple Basic;CAT08;BR11;SUP14;438.86;117.26;N
P0479;Alors Max;CAT08;BR15;SUP20;418.99;502.37;No
P0480;Dieu Max;CAT08;BR07;SUP12;105.45;345.57;Y
P0481;Ah Max;CAT04;BR12;SUP17;124.82;741.99;Yes
P0482;Créer Pro;CAT01;BR10;SUP16;318.67;99.4;No
P0483;Accrocher Pro;CAT03;BR12;SUP17;442.69;787.1;Yes
P0484;Toi Max;CAT02;BR09;SUP20;44.36;383.24;Y
P0485;Que Plus;CAT01;BR15;SUP11;243.09;18.52;No
P0486;Inutile Max;CAT06;BR07;SUP12;432.46;640.6;Yes
P0487;Soit Basic;CAT01;BR12;SUP20;338.49;584.31;Yes
P0488;Existence Pro;CAT08;BR10;SUP06;259.92;528.49;Yes
P0489;Sourd Pro;CAT05;BR08;SUP03;61.44;70.72;Yes
P0490;En Plus;CAT03;BR10;SUP09;127.47;213.0;Y
P0491;Chambre Basic;CAT03;BR11;SUP15;169.55;148.57;N
P0492;Demi Max;CAT03;BR13;SUP17;388.6;280.85;Y
P0493;Moins Basic;CAT03;BR14;SUP16;339.98;336.23;No
P0494;Huit Basic;CAT08;BR12;SUP06;98.83;590.15;Yes
P0495;Annoncer Pro;CAT05;BR13;SUP04;28.37;376.57;No
P0496;Beauté Plus;CAT08;BR12;SUP18;108.98;549.97;No
P0497;Je Max;CAT05;BR03;SUP17;392.27;19.37;No
P0498;Gauche Max;CAT06;BR09;SUP02;48.33;429.72;Yes
P0499;Mon Max;CAT05;BR06;SUP09;123.85;87.64;No
P0500;Chasse Max;CAT04;BR12;SUP19;347.87;420.76;N
