OrderID;Gender;ChannelName;PaymentMethod;YearNumber;MonthNumber;TotalQuantity;AvgDiscount;NumberOfProducts;NumberOfCategories;TotalRevenue
O000377;Male;Marketplace;COD;2024;4;11;0,0666666666666667;3;3;6135,84
O000378;Unknown;Store;Cash;2021;3;13;0;3;3;5443,87
O000379;Female;Call Center;COD;2022;2;16;0;5;4;3832,81
O000380;Male;Web;Card;2022;3;1;0,05;1;1;671,75
O000381;Female;Web;Cash;2025;12;5;0,1;1;1;200,61
O000382;Female;Store;Cash;2023;4;6;0;2;2;2893,83
O000383;Male;Web;Wallet;2024;2;11;0,1;3;3;5437,53
O000384;Male;Web;COD;2025;4;8;0,05;2;2;2483,76
O000385;Female;Web;Bank Transfer;2025;10;14;0,03;5;5;5251,3
O000386;Male;Mobile App;Bank Transfer;2022;3;2;0,15;2;2;353,93
O000387;Male;Marketplace;Bank Transfer;2025;8;9;0,05;2;2;3500,3
O000388;Unknown;Mobile App;COD;2022;12;14;0,05;4;3;6357,28
O000389;Unknown;Store;Cash;2021;2;4;0,05;1;1;1589,65
O000390;Unknown;Call Center;Card;2022;3;18;0,05;4;4;7057,13
O000391;Male;Marketplace;Bank Transfer;2021;3;8;0;2;2;2476,36
O000392;Female;Store;Bank Transfer;2025;7;23;0,0875;4;4;13025,26
O000393;Male;Store;COD;2021;5;6;0;2;2;4033,38
O000394;Female;Web;Card;2021;5;15;0,0125;4;3;7954,82
O000395;Unknown;Web;Card;2025;6;7;0,12;5;4;3715,12
O000396;Male;Call Center;Card;2021;3;7;0,1;2;2;844,15
O000397;Female;Call Center;Bank Transfer;2023;10;3;0,1;1;1;274,21
O000398;Female;Marketplace;Bank Transfer;2022;9;24;0,11;5;5;6089,56
O000399;Unknown;Web;Bank Transfer;2022;4;16;0,0333333333333333;3;3;7386,7
O000400;Male;Marketplace;Wallet;2024;12;14;0,05;3;3;6216,95
O000401;Male;Web;COD;2024;1;2;0,05;1;1;834,19
O000402;Unknown;Store;Cash;2022;2;2;0;1;1;1158,8
O000403;Male;Marketplace;Card;2021;8;17;0,06;5;4;6103,46
O000404;Male;Web;Card;2025;4;14;0,06;5;3;4095,69
O000405;Unknown;Web;COD;2023;7;21;0,075;4;4;12059,65
O000406;Male;Store;COD;2023;3;11;0,0333333333333333;3;3;4041,18
O000407;Male;Call Center;Bank Transfer;2023;7;3;0,05;1;1;1387,04
O000408;Male;Marketplace;Card;2025;10;11;0,1;2;2;3679,7
O000409;Male;Mobile App;Card;2022;4;9;0,05;2;2;5715,92
O000410;Male;Marketplace;COD;2022;7;3;0,05;2;1;1258,4
O000411;Female;Web;COD;2021;10;17;0;4;4;3253,69
O000412;Unknown;Mobile App;Wallet;2024;8;5;0;2;1;1393,92
O000413;Female;Store;Bank Transfer;2023;9;5;0,05;2;2;2314
O000414;Unknown;Call Center;Wallet;2023;1;4;0,1;1;1;1857,06
O000415;Female;Marketplace;COD;2025;8;12;0,0666666666666667;3;2;5416,77
O000416;Female;Call Center;Bank Transfer;2021;2;16;0,08;5;4;6998,37
O000417;Male;Web;Bank Transfer;2021;10;8;0,1;1;1;1054,94
O000418;Unknown;Mobile App;COD;2021;12;14;0,1375;4;3;6928,63
O000419;Male;Web;Cash;2025;7;12;0,0625;4;3;4128,38
O000420;Female;Mobile App;Cash;2023;5;4;0,1;1;1;1752,05
O000421;Male;Call Center;Cash;2022;9;12;0,1;3;1;5447,5
O000422;Female;Call Center;Bank Transfer;2021;11;2;0;1;1;1318,96
O000423;Unknown;Mobile App;COD;2021;3;6;0,05;2;1;896,25
O000424;Male;Call Center;Wallet;2021;10;21;0,06;5;2;12487,14
O000425;Male;Mobile App;Cash;2025;6;1;0,1;1;1;488,3
O000426;Female;Call Center;Cash;2024;4;12;0,0333333333333333;3;3;3238,82
O000427;Female;Call Center;Bank Transfer;2023;3;15;0,1;3;2;3565,26
O000428;Female;Marketplace;Bank Transfer;2022;7;10;0,133333333333333;3;3;4888,22
O000429;Female;Call Center;Wallet;2023;10;5;0;1;1;475,65
O000430;Male;Web;COD;2022;8;16;0,03;5;3;4451,23
O000431;Male;Store;Cash;2025;4;7;0,1;2;2;1372,04
O000432;Unknown;Store;Card;2023;10;15;0,075;4;4;6103,97
O000433;Male;Mobile App;Bank Transfer;2022;5;6;0,2;1;1;784,9
O000434;Female;Marketplace;Cash;2025;7;12;0,116666666666667;3;2;4250,31
O000435;Unknown;Call Center;Bank Transfer;2024;6;13;0,0375;4;3;4231,16
O000436;Unknown;Store;Cash;2022;10;19;0,075;4;3;8407,74
O000437;Unknown;Mobile App;Cash;2024;9;8;0,0666666666666667;3;2;4138,42
O000438;Female;Store;COD;2023;1;1;0,05;1;1;208,54
O000439;Female;Mobile App;Cash;2024;2;12;0;3;3;6464,36
O000440;Female;Mobile App;Card;2024;1;6;0,05;2;1;4368,72
O000441;Unknown;Marketplace;COD;2023;4;2;0,2;1;1;1025,71
O000442;Unknown;Marketplace;Card;2024;4;17;0,04;5;4;9884,53
O000443;Female;Web;Card;2024;11;1;0,05;1;1;502,97
O000444;Female;Marketplace;Cash;2023;4;10;0,025;2;2;2329,26
O000445;Female;Call Center;Bank Transfer;2025;5;6;0,05;2;2;3386,69
O000446;Male;Call Center;COD;2025;9;14;0,0625;4;4;6499,93
O000447;Female;Store;Wallet;2021;5;22;0,09;5;5;5687,34
O000448;Unknown;Call Center;Card;2024;4;5;0,025;2;1;1342,09
O000449;Male;Store;Wallet;2024;11;11;0,02;5;4;1928,01
O000450;Female;Mobile App;Card;2022;3;6;0,025;2;2;829,09
O000451;Female;Marketplace;Card;2021;7;20;0;4;4;11522,42
O000452;Male;Web;Bank Transfer;2025;8;6;0;1;1;1490,7
O000453;Female;Call Center;Card;2025;9;2;0,05;2;2;1453,33
O000454;Female;Web;COD;2025;12;14;0,05;4;3;5292,4
O000455;Male;Marketplace;Cash;2021;4;3;0,1;2;2;927,48
O000456;Female;Marketplace;COD;2022;11;4;0,1;2;2;1529,74
O000457;Unknown;Mobile App;COD;2023;8;3;0;1;1;919,17
O000458;Female;Call Center;Bank Transfer;2023;12;4;0,15;2;2;746,69
O000459;Male;Marketplace;COD;2024;5;14;0,0666666666666667;3;3;5150,71
O000460;Male;Call Center;Bank Transfer;2025;12;15;0,0625;4;2;7480,29
O000461;Unknown;Marketplace;Wallet;2025;2;16;0,12;5;5;6355,96
O000462;Female;Marketplace;Card;2025;12;15;0,05;4;3;3827,56
O000463;Male;Marketplace;Bank Transfer;2025;1;10;0,1;2;2;2887,6
O000464;Unknown;Mobile App;Cash;2025;8;11;0,025;2;2;5315,97
O000465;Unknown;Mobile App;Cash;2023;4;13;0,0833333333333333;3;3;5009,6
O000466;Male;Web;COD;2025;10;11;0;3;3;4766,93
O000467;Unknown;Marketplace;Wallet;2024;1;13;0,05;4;3;4034,55
O000468;Unknown;Marketplace;Wallet;2025;5;7;0,0666666666666667;3;2;3848,6
O000469;Female;Store;Bank Transfer;2025;8;7;0,0666666666666667;3;2;2019,71
O000470;Unknown;Marketplace;Bank Transfer;2022;4;7;0,1;2;2;3729,81
O000471;Unknown;Marketplace;Wallet;2021;9;14;0,0333333333333333;3;3;5993,66
O000472;Male;Marketplace;COD;2025;11;12;0,0625;4;2;5055,72
O000473;Male;Web;COD;2023;5;12;0,05;3;2;4426,52
O000474;Male;Mobile App;COD;2022;4;1;0,2;1;1;483,38
O000475;Female;Store;Bank Transfer;2024;3;25;0,13;5;4;10605,93
O000476;Unknown;Marketplace;Wallet;2024;4;13;0,07;5;4;5479,47
O000477;Unknown;Store;Card;2021;11;17;0,0666666666666667;3;2;7413,02
O000478;Female;Store;Cash;2025;9;16;0,0166666666666667;3;3;6462,01
O000479;Unknown;Store;Cash;2023;4;18;0,04;5;3;6972,68
O000480;Male;Store;Card;2023;7;4;0,2;1;1;1661,6
O000481;Male;Call Center;Card;2021;4;11;0,133333333333333;3;2;2513,79
O000482;Unknown;Mobile App;Wallet;2024;7;13;0,0375;4;3;5450,41
O000483;Unknown;Store;Card;2024;3;6;0,025;2;1;1743,14
O000484;Female;Marketplace;Bank Transfer;2021;8;8;0;2;2;4058,64
O000485;Female;Web;Wallet;2023;2;2;0,2;1;1;397,52
O000486;Female;Mobile App;COD;2023;6;2;0,1;1;1;318,35
O000487;Male;Store;Wallet;2021;1;13;0,0833333333333333;3;3;4685,5
O000488;Female;Marketplace;Cash;2025;1;24;0,075;4;3;9241
O000489;Female;Marketplace;Bank Transfer;2022;4;2;0;1;1;1003,96
O000490;Unknown;Mobile App;Bank Transfer;2024;10;3;0,1;2;2;1493,11
O000491;Male;Marketplace;COD;2024;2;2;0,125;2;2;551,37
O000492;Male;Web;COD;2023;11;1;0,05;1;1;402,25
O000493;Male;Call Center;Wallet;2024;11;19;0,025;4;4;9254,55
O000494;Male;Web;Bank Transfer;2023;2;9;0,1;2;2;1692,8
O000495;Male;Web;Card;2024;10;14;0,075;4;4;6521,02
O000496;Female;Marketplace;Card;2022;5;7;0,125;2;2;2170,21
O000497;Female;Web;Bank Transfer;2022;11;19;0,025;4;4;9389,6
O000498;Male;Mobile App;COD;2024;2;15;0,06;5;3;5293,72
O000499;Female;Call Center;Bank Transfer;2023;9;3;0;1;1;2037,78
O000500;Male;Web;Wallet;2025;8;13;0,03;5;3;5001,42
O000501;Male;Marketplace;Wallet;2024;11;9;0,0833333333333333;3;3;1947,04
O000502;Female;Marketplace;COD;2025;11;9;0,05;2;2;3629,84
O000503;Unknown;Mobile App;Card;2025;6;10;0,0125;4;4;5328,34
O000504;Female;Mobile App;Wallet;2024;9;15;0,0875;4;4;6101,71
O000505;Female;Call Center;Card;2023;5;4;0,125;2;2;1123,78
O000506;Female;Web;Card;2025;9;6;0;1;1;4062,24
O000507;Female;Call Center;Card;2022;2;18;0,05;4;3;10339,47
O000508;Male;Call Center;Card;2023;11;8;0;2;2;3071,12
O000509;Female;Web;Cash;2022;10;4;0,05;1;1;2516,78
O000510;Female;Mobile App;Wallet;2022;4;16;0,0666666666666667;3;3;3923,98
O000511;Male;Mobile App;COD;2024;3;12;0,0875;4;4;3381,93
O000512;Female;Web;Wallet;2025;1;19;0,02;5;4;8500,71
O000513;Unknown;Marketplace;Bank Transfer;2024;11;8;0,116666666666667;3;3;3653,36
O000514;Male;Marketplace;COD;2021;2;2;0,1;1;1;872,82
O000515;Male;Call Center;Wallet;2021;11;3;0;2;1;948,72
O000516;Female;Marketplace;Cash;2021;4;22;0,07;5;4;4609,3
O000517;Unknown;Store;Wallet;2025;5;19;0,09;5;4;8931,77
O000518;Unknown;Marketplace;COD;2025;7;7;0;2;2;387,26
O000519;Male;Web;Wallet;2022;9;12;0,0875;4;4;6864,07
O000520;Male;Web;Wallet;2023;4;12;0,025;2;2;5669,65
O000521;Male;Mobile App;Wallet;2024;6;3;0,025;2;2;760,64
O000522;Female;Store;Wallet;2024;2;4;0,05;1;1;1076,73
O000523;Female;Marketplace;COD;2024;1;3;0;1;1;262,92
O000524;Female;Call Center;Bank Transfer;2022;5;13;0;3;3;3926,83
O000525;Female;Call Center;Cash;2024;5;8;0,075;2;2;2591,95
O000526;Unknown;Call Center;Cash;2025;8;10;0,0666666666666667;3;3;4028,53
O000527;Male;Marketplace;COD;2024;4;13;0,0666666666666667;3;3;3847,5
O000528;Female;Marketplace;Bank Transfer;2023;3;4;0,1;1;1;1326,28
O000529;Male;Web;Bank Transfer;2021;7;5;0,15;2;2;2390,72
O000530;Female;Store;Bank Transfer;2025;7;13;0,05;4;3;3651,06
O000531;Female;Marketplace;COD;2022;4;4;0;1;1;1225,56
O000532;Male;Marketplace;Cash;2025;7;13;0,0666666666666667;3;2;4693,18
O000533;Female;Call Center;Wallet;2023;8;13;0,16;5;3;5779,49
O000534;Male;Store;Cash;2024;9;5;0,1;1;1;713,12
O000535;Female;Mobile App;Wallet;2021;12;20;0,0625;4;3;5442,9
O000536;Unknown;Call Center;Card;2021;2;10;0,1375;4;4;4163,23
O000537;Unknown;Call Center;Bank Transfer;2024;11;1;0,2;1;1;99,85
O000538;Male;Mobile App;Cash;2024;4;7;0,075;2;1;614,56
O000539;Male;Store;Cash;2023;4;14;0,06;5;5;8803,53
O000540;Male;Store;COD;2024;1;11;0,125;4;4;2586,75
O000541;Unknown;Marketplace;Wallet;2024;11;18;0,1;5;4;7084,97
O000542;Male;Call Center;Wallet;2023;8;12;0,0833333333333333;3;2;4631,5
O000543;Female;Mobile App;Bank Transfer;2025;7;14;0,1;3;3;5806,85
O000544;Female;Mobile App;Bank Transfer;2022;10;12;0,0666666666666667;3;2;4280,45
O000545;Male;Web;Card;2025;5;9;0,0333333333333333;3;2;4159,02
O000546;Female;Call Center;COD;2024;11;3;0;1;1;1134,54
O000547;Male;Marketplace;Card;2021;5;13;0,09;5;3;2259,19
O000548;Female;Web;Card;2021;12;15;0,05;3;2;5456,42
O000549;Female;Store;Card;2022;9;10;0,0833333333333333;3;3;3195,09
O000550;Female;Mobile App;Bank Transfer;2021;12;4;0,1;1;1;1020,06
O000551;Female;Marketplace;Bank Transfer;2022;1;16;0,09;5;5;5554,25
O000552;Male;Mobile App;Bank Transfer;2022;9;16;0,075;4;3;5634,02
O000553;Unknown;Web;COD;2025;8;17;0,17;5;3;2339,03
O000554;Female;Store;Cash;2025;12;4;0;1;1;2821,24
O000555;Female;Web;COD;2024;12;3;0;2;2;285,57
O000556;Female;Web;Cash;2025;11;3;0;2;1;1713,89
O000557;Unknown;Call Center;Card;2023;8;22;0,02;5;4;8492,79
O000558;Female;Marketplace;Cash;2024;6;8;0,075;2;2;4433,16
O000559;Unknown;Web;Wallet;2023;7;1;0;1;1;715,35
O000560;Female;Call Center;COD;2021;1;4;0,2;1;1;1143,2
O000561;Female;Marketplace;Wallet;2021;3;13;0,133333333333333;3;3;3927,48
O000562;Female;Marketplace;Card;2024;2;1;0,05;1;1;76,29
O000563;Female;Call Center;Cash;2024;3;12;0,0833333333333333;3;3;5664,17
O000564;Male;Mobile App;COD;2025;5;5;0,05;2;2;1427,9
O000565;Male;Mobile App;Wallet;2021;10;19;0,0375;4;3;7501,25
O000566;Male;Web;Bank Transfer;2021;6;6;0,1;1;1;406,67
O000567;Male;Web;Cash;2023;7;15;0,06;5;5;6371,41
O000568;Unknown;Store;Cash;2021;1;11;0,0666666666666667;3;3;6200,73
O000569;Female;Store;Cash;2025;1;4;0,05;1;1;843,75
O000570;Male;Web;COD;2024;12;12;0,1;4;3;6990,76
O000571;Female;Marketplace;Card;2025;7;3;0,2;1;1;630,6
O000572;Female;Call Center;Wallet;2022;3;3;0,2;1;1;1787,69
O000573;Unknown;Mobile App;Cash;2025;9;15;0,1;4;3;9360,49
O000574;Male;Mobile App;Cash;2022;12;8;0,0833333333333333;3;2;2456,71
O000575;Female;Call Center;Bank Transfer;2025;5;22;0,05;4;4;11365,54
O000576;Female;Store;Cash;2024;10;2;0,1;1;1;899,91
O000577;Female;Mobile App;Card;2022;3;4;0;1;1;852
O000578;Male;Mobile App;Card;2022;12;16;0,1125;4;3;4589,71
O000579;Male;Marketplace;Cash;2021;5;14;0,08;5;3;4440,27
O000580;Male;Call Center;Card;2021;5;5;0,025;2;2;1224,29
O000581;Female;Web;COD;2023;7;7;0,025;2;2;2172,18
O000582;Female;Marketplace;Bank Transfer;2024;7;1;0,1;1;1;406,53
O000583;Female;Web;Bank Transfer;2023;11;7;0,05;2;2;1936,91
O000584;Male;Marketplace;COD;2021;6;7;0;2;2;2051,35
O000585;Male;Marketplace;COD;2023;8;23;0,08;5;5;10651,12
O000586;Female;Call Center;COD;2024;3;24;0,14;5;3;11923,66
O000587;Male;Marketplace;Card;2024;5;7;0;3;3;3876,68
O000588;Female;Store;Card;2021;2;17;0,04;5;4;7757,75
O000589;Unknown;Web;Bank Transfer;2022;3;6;0,125;2;2;2352,15
O000590;Male;Web;Cash;2022;12;3;0,1;2;2;941,14
O000591;Female;Marketplace;Cash;2025;10;4;0,1;1;1;1968,73
O000592;Female;Marketplace;COD;2023;9;2;0,1;1;1;35,57
O000593;Female;Mobile App;Card;2022;9;9;0,0833333333333333;3;2;1682,15
O000594;Unknown;Store;COD;2021;10;11;0,0833333333333333;3;3;3082,75
O000595;Unknown;Store;Card;2024;5;5;0,2;1;1;616,4
O000596;Male;Mobile App;Cash;2025;12;4;0,025;2;2;1629,69
O000597;Male;Marketplace;Bank Transfer;2025;10;19;0,1125;4;3;7346,66
O000598;Female;Marketplace;COD;2023;6;9;0,0375;4;3;4582,64
O000599;Male;Mobile App;COD;2023;11;9;0;3;3;4257,83
O000600;Male;Store;Wallet;2021;9;14;0,05;3;3;5901,28
O000601;Female;Store;Bank Transfer;2021;3;6;0,2;1;1;426,48
O000602;Female;Mobile App;Card;2025;7;18;0,05;4;4;6257,28
O000603;Unknown;Marketplace;Cash;2023;7;9;0,05;3;1;2524,6
O000604;Male;Web;Cash;2021;3;6;0,1;4;4;1688,08
O000605;Female;Web;Wallet;2022;2;6;0;1;1;3326,88
O000606;Male;Web;Wallet;2024;6;7;0,1;2;1;3727,22
O000607;Male;Call Center;COD;2021;9;4;0;1;1;1209,88
O000608;Female;Web;Wallet;2025;4;12;0,0666666666666667;3;3;4346,03
O000609;Unknown;Call Center;COD;2025;5;4;0,1;2;1;1639,92
O000610;Female;Call Center;Wallet;2022;1;4;0;1;1;2828,4
O000611;Male;Mobile App;Card;2023;12;8;0,0833333333333333;3;3;1629,4
O000612;Male;Call Center;Cash;2023;11;8;0,0166666666666667;3;3;1948,17
O000613;Male;Marketplace;Bank Transfer;2021;5;13;0,1;4;4;6105,71
O000614;Female;Store;Wallet;2024;9;2;0,2;1;1;159,04
O000615;Male;Marketplace;COD;2023;4;17;0,12;5;2;4266,37
O000616;Male;Mobile App;Card;2024;7;5;0,2;1;1;282,88
O000617;Male;Store;Wallet;2021;5;15;0,06;5;5;5455,72
O000618;Male;Mobile App;Cash;2024;4;3;0;1;1;2013,87
O000619;Female;Call Center;Card;2024;6;16;0,025;4;3;6328,19
O000620;Female;Web;Bank Transfer;2023;5;18;0,09;5;4;7329,4
O000621;Female;Call Center;COD;2024;6;10;0,133333333333333;3;3;2585,97
O000622;Female;Marketplace;Wallet;2024;4;13;0,08;5;3;5114,75
O000623;Unknown;Mobile App;COD;2025;10;10;0,06;5;5;4150,34
O000624;Female;Store;Wallet;2025;2;11;0,116666666666667;3;3;1288,81
O000625;Male;Mobile App;Card;2021;5;5;0,2;1;1;2975,16
O000626;Male;Web;Cash;2025;8;18;0,075;4;4;9773,84
O000627;Male;Marketplace;Bank Transfer;2024;12;12;0;4;2;4081,02
O000628;Male;Mobile App;Cash;2023;5;12;0,02;5;3;3155,15
O000629;Male;Call Center;Card;2025;7;3;0,05;1;1;616,11
O000630;Female;Web;Card;2025;7;11;0,0666666666666667;3;2;5927,78
O000631;Female;Call Center;COD;2021;4;14;0,1;4;2;3621,06
O000632;Unknown;Mobile App;Wallet;2024;7;23;0,08;5;4;6569,44
O000633;Female;Store;Cash;2021;9;25;0,06;5;4;11762,47
O000634;Unknown;Store;Card;2024;10;7;0,05;2;1;3948,99
O000635;Male;Mobile App;Bank Transfer;2023;11;5;0;1;1;3333,85
O000636;Female;Marketplace;COD;2022;9;7;0,2;2;2;2495,69
O000637;Female;Marketplace;Cash;2023;10;12;0,075;4;4;3456,95
O000638;Female;Web;COD;2021;10;3;0,1;1;1;1769,09
O000639;Male;Web;COD;2022;4;12;0,0166666666666667;3;3;7310,36
O000640;Female;Web;Cash;2025;1;8;0;2;2;1046,04
O000641;Male;Marketplace;Card;2025;3;16;0,0125;4;4;8700,42
O000642;Male;Marketplace;Card;2021;12;18;0,025;4;3;3085,89
O000643;Male;Web;Wallet;2025;7;19;0,09;5;4;8729,54
O000644;Male;Marketplace;Cash;2024;8;6;0;1;1;1134,66
O000645;Male;Web;COD;2024;10;4;0,2;2;2;1934,91
O000646;Unknown;Marketplace;Wallet;2024;9;16;0,05;4;3;4933,82
O000647;Male;Marketplace;Card;2025;12;1;0;1;1;481,57
O000648;Unknown;Marketplace;Cash;2021;7;4;0,05;1;1;688,22
O000649;Female;Store;Wallet;2023;10;15;0,09;5;5;5370,16
O000650;Male;Call Center;Bank Transfer;2022;12;14;0,075;4;4;2837,37
O000651;Male;Call Center;Wallet;2024;5;3;0,1;1;1;182,47
O000652;Female;Marketplace;COD;2021;5;19;0,075;4;3;8097,61
O000653;Unknown;Call Center;Cash;2022;5;19;0,14;5;5;11289,58
O000654;Male;Web;Bank Transfer;2025;9;5;0;1;1;2922,5
O000655;Female;Marketplace;Bank Transfer;2021;2;19;0,08;5;5;10932,83
O000656;Male;Mobile App;Bank Transfer;2021;5;3;0,1;1;1;270,86
O000657;Female;Marketplace;Cash;2023;6;7;0;2;1;4812,82
O000658;Female;Web;Bank Transfer;2022;9;17;0,04;5;5;8023,62
O000659;Male;Store;Bank Transfer;2025;10;4;0,05;1;1;1280,79
O000660;Female;Web;Bank Transfer;2023;2;1;0;1;1;130,39
O000661;Male;Call Center;Card;2021;1;8;0,075;2;2;2577,58
O000662;Female;Web;Bank Transfer;2024;2;12;0,0333333333333333;3;2;3673,88
O000663;Unknown;Marketplace;Wallet;2023;1;7;0,05;2;2;1123,9
O000664;Male;Call Center;COD;2024;12;10;0,025;4;3;5243,11
O000665;Female;Marketplace;Bank Transfer;2023;11;10;0,075;4;3;3652,71
O000666;Male;Call Center;Wallet;2022;2;19;0,0875;4;2;9650,42
O000667;Female;Web;COD;2022;6;11;0,0666666666666667;3;3;3793,21
O000668;Female;Store;COD;2021;12;21;0,1625;4;3;8607,89
O000669;Male;Marketplace;Wallet;2022;11;2;0;1;1;752,08
O000670;Female;Web;Card;2023;12;17;0,05;5;4;3320,76
O000671;Unknown;Marketplace;Cash;2025;3;8;0,0666666666666667;3;3;2961,83
O000672;Male;Web;COD;2023;5;21;0,05;5;5;8120,85
O000673;Female;Call Center;Cash;2025;10;1;0,2;1;1;295,41
O000674;Female;Mobile App;Card;2021;5;20;0,0625;4;4;6790,85
O000675;Male;Mobile App;COD;2024;12;16;0,05;3;3;6459,21
O000676;Unknown;Mobile App;Wallet;2021;7;5;0;2;2;2800
O000677;Female;Marketplace;Card;2022;8;6;0,1;1;1;4134,83
O000678;Female;Store;Bank Transfer;2023;4;14;0,0375;4;4;7377,27
O000679;Unknown;Web;Cash;2024;4;21;0,06;5;5;9225,48
O000680;Female;Web;Wallet;2024;1;13;0,1;5;5;4570,54
O000681;Female;Web;Card;2023;11;1;0,2;1;1;395,47
O000682;Female;Call Center;Cash;2024;1;3;0,025;2;2;2075,24
O000683;Male;Call Center;Cash;2021;2;10;0,05;2;2;5505,86
O000684;Female;Store;Cash;2024;1;17;0;5;3;8506,83
O000685;Female;Call Center;Card;2023;2;15;0,0375;4;3;6623,48
O000686;Female;Marketplace;Cash;2023;4;15;0,0125;4;4;7024,98
O000687;Unknown;Marketplace;Cash;2021;8;7;0,05;2;2;3910,15
O000688;Unknown;Call Center;Card;2024;1;8;0;3;3;3243,16
O000689;Unknown;Store;Bank Transfer;2025;9;6;0;1;1;3929,22
O000690;Male;Store;COD;2023;8;15;0,0333333333333333;3;3;7314,51
O000691;Unknown;Marketplace;Cash;2021;12;12;0,1;3;3;5576,49
O000692;Male;Web;Card;2021;2;12;0,125;4;3;5920,21
O000693;Female;Mobile App;Wallet;2025;4;2;0;1;1;271,58
O000694;Male;Web;Wallet;2021;10;6;0;3;3;862,23
O000695;Unknown;Store;Wallet;2024;6;10;0,025;4;3;2778,25
O000696;Male;Marketplace;Card;2023;3;8;0,133333333333333;3;3;3748,14
O000697;Male;Call Center;Cash;2025;1;17;0,02;5;4;7293,98
O000698;Female;Mobile App;Card;2022;8;9;0,133333333333333;3;3;2230,58
O000699;Male;Call Center;Bank Transfer;2021;1;8;0,0333333333333333;3;3;3101,4
O000700;Female;Marketplace;Bank Transfer;2021;6;4;0;1;1;2431,16
O000701;Unknown;Store;Card;2024;9;1;0;1;1;540,97
O000702;Female;Web;Bank Transfer;2025;1;12;0,05;3;2;3976,96
O000703;Male;Web;Bank Transfer;2025;11;5;0;1;1;2936,5
O000704;Male;Call Center;COD;2025;7;15;0;4;3;4348,94
O000705;Female;Web;Card;2022;12;13;0,1;4;3;2634,96
O000706;Male;Mobile App;Card;2021;8;11;0,0833333333333333;3;3;4029,17
O000707;Female;Marketplace;COD;2025;9;10;0,0666666666666667;3;3;4537,9
O000708;Unknown;Call Center;Cash;2022;5;16;0,08;5;4;4980,27
O000709;Female;Mobile App;Wallet;2025;7;6;0,1;1;1;2643,14
O000710;Female;Web;Wallet;2021;4;12;0,03;5;3;5310,66
O000711;Unknown;Call Center;Cash;2025;12;16;0,0666666666666667;3;2;8871,21
O000712;Male;Mobile App;COD;2022;11;10;0,05;4;4;4249,63
O000713;Male;Web;Cash;2025;9;11;0,1125;4;3;2807,44
O000714;Female;Mobile App;Wallet;2024;10;7;0,0333333333333333;3;3;1146,48
O000715;Unknown;Call Center;Card;2022;6;5;0,05;1;1;760,43
O000716;Male;Mobile App;Card;2025;9;6;0,2;1;1;477,12
O000717;Male;Web;Cash;2024;6;1;0,1;1;1;300,16
O000718;Unknown;Store;Cash;2021;6;15;0,0666666666666667;3;2;7143,82
O000719;Female;Call Center;Cash;2025;12;4;0;1;1;1543,32
O000720;Female;Mobile App;Wallet;2023;7;15;0,0666666666666667;3;2;6387,52
O000721;Female;Mobile App;Cash;2023;6;2;0;1;1;1329,42
O000722;Unknown;Call Center;Wallet;2025;3;9;0,025;4;3;5674,21
O000723;Female;Mobile App;Cash;2024;2;9;0,075;2;2;3269,63
O000724;Female;Web;Cash;2024;10;25;0,06;5;4;9359,05
O000725;Male;Web;Card;2024;4;5;0,2;1;1;2431,16
O000726;Male;Call Center;Wallet;2024;5;4;0,2;1;1;605,15
O000727;Male;Marketplace;Cash;2023;6;16;0,025;4;4;5333,25
O000728;Female;Store;Card;2023;5;15;0,05;5;5;7728,81
O000729;Male;Marketplace;Card;2025;10;4;0,2;1;1;1002,62
O000730;Female;Mobile App;Card;2023;2;14;0,05;4;4;5679,56
O000731;Unknown;Mobile App;Cash;2025;2;16;0,12;5;4;6596,98
O000732;Unknown;Call Center;Wallet;2022;9;5;0,125;2;2;2138,31
O000733;Female;Store;Card;2021;2;11;0,0666666666666667;3;3;5913,03
O000734;Female;Web;Bank Transfer;2023;1;4;0;2;2;1654
O000735;Female;Mobile App;COD;2024;8;4;0,2;1;1;776,54
O000736;Female;Web;Cash;2024;1;10;0,1;2;1;2598,14
O000737;Female;Store;Card;2025;3;14;0,03;5;4;5534,32
O000738;Male;Mobile App;COD;2022;1;15;0,05;4;4;4859,22
O000739;Unknown;Marketplace;Cash;2021;10;9;0,125;2;2;2669,76
O000740;Female;Web;Wallet;2021;5;2;0;1;1;1252,14
O000741;Female;Web;Cash;2023;8;8;0,025;2;1;2635,36
O000742;Unknown;Call Center;Cash;2023;10;19;0,06;5;3;6333,41
O000743;Female;Marketplace;Bank Transfer;2025;2;20;0,125;4;3;7063,33
O000744;Female;Store;Wallet;2025;2;2;0,05;1;1;322,73
O000745;Female;Marketplace;Card;2023;7;5;0;2;2;3300,78
O000746;Male;Call Center;Cash;2023;3;7;0,0166666666666667;3;3;3373,95
O000747;Male;Web;Cash;2024;3;7;0,125;4;3;3453,32
O000748;Male;Store;Wallet;2021;8;5;0,116666666666667;3;3;1661,38
O000749;Female;Call Center;Wallet;2022;2;8;0,0166666666666667;3;2;4023,18
O000750;Male;Call Center;Wallet;2023;12;15;0,1;5;5;7102,83
O000751;Female;Mobile App;COD;2021;3;6;0,025;2;2;3478,55
O000752;Female;Mobile App;Wallet;2021;12;6;0,1;1;1;2081,27
O000753;Male;Mobile App;Cash;2021;1;9;0,1;3;3;1155,89
